x,y,ori,sf,score
0,67,40.0,0.110696300456,43
0,68,40.0,0.112390916551,44
0,69,40.0,0.114111475009,42
0,70,40.0,0.115858372975,42
0,71,40.0,0.117632013672,41
0,72,40.0,0.119432806497,40
0,73,40.0,0.121261167113,37
0,74,40.0,0.123117517547,36
0,75,40.0,0.125002286287,37
0,76,40.0,0.12691590838,35
0,77,40.0,0.128858825533,36
0,78,40.0,0.130831486216,34
0,79,40.0,0.132834345763,32
0,80,40.0,0.13486786648,33
0,81,40.0,0.136932517748,30
0,82,40.0,0.139028776137,28
0,83,40.0,0.141157125509,29
0,84,40.0,0.143318057137,27
0,85,40.0,0.145512069812,26
0,86,40.0,0.147739669961,24
0,87,40.0,0.150001371766,20
0,88,40.0,0.152297697277,22
0,89,40.0,0.15462917654,20
0,90,40.0,0.156996347711,18
0,91,40.0,0.159399757188,16
0,92,40.0,0.161839959732,12
0,93,40.0,0.164317518597,13
0,94,40.0,0.166833005659,9
0,95,40.0,0.169387001549,8
0,96,40.0,0.171980095789,6
0,97,40.0,0.174612886921,6
0,98,40.0,0.177285982655,2
0,99,40.0,0.18,0
1,0,41.4,0.04,-1
1,1,41.4,0.0406123478698,2
1,2,41.4,0.0412340699874,2
1,3,41.4,0.0418653098603,5
1,4,41.4,0.0425062131931,7
1,5,41.4,0.0431569279206,7
1,6,41.4,0.0438176042426,9
1,7,41.4,0.044488394658,13
1,8,41.4,0.0451694540004,15
1,9,41.4,0.0458609394738,17
1,10,41.4,0.0465630106886,16
1,11,41.4,0.0472758296988,18
1,12,41.4,0.047999561039,19
1,13,41.4,0.0487343717628,21
1,14,41.4,0.0494804314811,22
1,15,41.4,0.0502379124014,23
1,16,41.4,0.0510069893674,27
1,17,41.4,0.0517878398995,26
1,18,41.4,0.0525806442356,27
1,19,41.4,0.0533855853728,29
1,20,41.4,0.0542028491098,33
1,21,41.4,0.0550326240895,32
1,22,41.4,0.0558751018427,32
1,23,41.4,0.0567304768323,36
1,24,41.4,0.0575989464983,34
1,25,41.4,0.058480711303,37
1,26,41.4,0.0593759747778,37
1,27,41.4,0.0602849435695,40
1,28,41.4,0.0612078274889,39
1,29,41.4,0.0621448395583,42
1,30,41.4,0.0630961960613,41
1,31,41.4,0.0640621165925,40
1,32,41.4,0.0650428241082,43
1,33,41.4,0.0660385449779,43
1,34,41.4,0.0670495090364,44
1,35,41.4,0.0680759496371,45
1,36,41.4,0.0691181037056,47
1,37,41.4,0.0701762117948,45
1,38,41.4,0.0712505181398,47
1,39,41.4,0.0723412707149,48
1,40,41.4,0.0734487212904,47
1,41,41.4,0.0745731254909,48
1,42,41.4,0.0757147428543,46
1,43,41.4,0.0768738368917,47
1,44,41.4,0.0780506751482,49
1,45,41.4,0.0792455292648,50
1,46,41.4,0.0804586750406,50
1,47,41.4,0.0816903924972,48
1,48,41.4,0.0829409659429,50
1,49,41.4,0.0842106840382,48
1,50,41.4,0.0854998398628,48
1,51,41.4,0.0868087309829,47
1,52,41.4,0.0881376595203,47
1,53,41.4,0.0894869322216,50
1,54,41.4,0.0908568605296,49
1,55,41.4,0.0922477606545,47
1,56,41.4,0.0936599536477,50
1,57,41.4,0.0950937654752,47
1,58,41.4,0.0965495270931,46
1,59,41.4,0.0980275745242,48
1,60,41.4,0.0995282489352,46
1,61,41.4,0.101051896716,48
1,62,41.4,0.102598869558,45
1,63,41.4,0.104169524538,47
1,64,41.4,0.105764224199,45
1,65,41.4,0.107383336634,46
1,66,41.4,0.10902723557,44
1,67,41.4,0.110696300456,45
1,68,41.4,0.112390916551,42
1,69,41.4,0.114111475009,43
1,70,41.4,0.115858372975,41
1,71,41.4,0.117632013672,42
1,72,41.4,0.119432806497,41
1,73,41.4,0.121261167113,37
1,74,41.4,0.123117517547,39
1,75,41.4,0.125002286287,37
1,76,41.4,0.12691590838,35
1,77,41.4,0.128858825533,36
1,78,41.4,0.130831486216,35
1,79,41.4,0.132834345763,32
1,80,41.4,0.13486786648,30
1,81,41.4,0.136932517748,28
1,82,41.4,0.139028776137,29
1,83,41.4,0.141157125509,28
1,84,41.4,0.143318057137,25
1,85,41.4,0.145512069812,23
1,86,41.4,0.147739669961,24
1,87,41.4,0.150001371766,23
1,88,41.4,0.152297697277,22
1,89,41.4,0.15462917654,17
1,90,41.4,0.156996347711,18
1,91,41.4,0.159399757188,15
1,92,41.4,0.161839959732,12
1,93,41.4,0.164317518597,11
1,94,41.4,0.166833005659,12
1,95,41.4,0.169387001549,10
1,96,41.4,0.171980095789,6
1,97,41.4,0.174612886921,5
1,98,41.4,0.177285982655,1
1,99,41.4,0.18,1
2,0,42.8,0.04,-1
2,1,42.8,0.0406123478698,0
2,2,42.8,0.0412340699874,3
2,3,42.8,0.0418653098603,4
2,4,42.8,0.0425062131931,6
2,5,42.8,0.0431569279206,7
2,6,42.8,0.0438176042426,11
2,7,42.8,0.044488394658,13
2,8,42.8,0.0451694540004,12
2,9,42.8,0.0458609394738,17
2,10,42.8,0.0465630106886,18
2,11,42.8,0.0472758296988,19
2,12,42.8,0.047999561039,22
2,13,42.8,0.0487343717628,21
2,14,42.8,0.0494804314811,22
2,15,42.8,0.0502379124014,25
2,16,42.8,0.0510069893674,24
2,17,42.8,0.0517878398995,26
2,18,42.8,0.0525806442356,29
2,19,42.8,0.0533855853728,28
2,20,42.8,0.0542028491098,33
2,21,42.8,0.0550326240895,32
2,22,42.8,0.0558751018427,35
2,23,42.8,0.0567304768323,33
2,24,42.8,0.0575989464983,36
2,25,42.8,0.058480711303,37
2,26,42.8,0.0593759747778,39
2,27,42.8,0.0602849435695,40
2,28,42.8,0.0612078274889,40
2,29,42.8,0.0621448395583,40
2,30,42.8,0.0630961960613,43
2,31,42.8,0.0640621165925,43
2,32,42.8,0.0650428241082,44
2,33,42.8,0.0660385449779,43
2,34,42.8,0.0670495090364,45
2,35,42.8,0.0680759496371,45
2,36,42.8,0.0691181037056,47
2,37,42.8,0.0701762117948,47
2,38,42.8,0.0712505181398,48
2,39,42.8,0.0723412707149,47
2,40,42.8,0.0734487212904,49
2,41,42.8,0.0745731254909,49
2,42,42.8,0.0757147428543,48
2,43,42.8,0.0768738368917,47
2,44,42.8,0.0780506751482,49
2,45,42.8,0.0792455292648,50
2,46,42.8,0.0804586750406,48
2,47,42.8,0.0816903924972,49
2,48,42.8,0.0829409659429,47
2,49,42.8,0.0842106840382,48
2,50,42.8,0.0854998398628,48
2,51,42.8,0.0868087309829,48
2,52,42.8,0.0881376595203,49
2,53,42.8,0.0894869322216,50
2,54,42.8,0.0908568605296,47
2,55,42.8,0.0922477606545,50
2,56,42.8,0.0936599536477,50
2,57,42.8,0.0950937654752,47
2,58,42.8,0.0965495270931,46
2,59,42.8,0.0980275745242,48
2,60,42.8,0.0995282489352,49
2,61,42.8,0.101051896716,45
2,62,42.8,0.102598869558,47
2,63,42.8,0.104169524538,47
2,64,42.8,0.105764224199,45
2,65,42.8,0.107383336634,43
2,66,42.8,0.10902723557,42
2,67,42.8,0.110696300456,43
2,68,42.8,0.112390916551,41
2,69,42.8,0.114111475009,40
2,70,42.8,0.115858372975,42
2,71,42.8,0.117632013672,40
2,72,42.8,0.119432806497,41
2,73,42.8,0.121261167113,40
2,74,42.8,0.123117517547,39
2,75,42.8,0.125002286287,38
2,76,42.8,0.12691590838,36
2,77,42.8,0.128858825533,36
2,78,42.8,0.130831486216,33
2,79,42.8,0.132834345763,31
2,80,42.8,0.13486786648,31
2,81,42.8,0.136932517748,29
2,82,42.8,0.139028776137,28
2,83,42.8,0.141157125509,28
2,84,42.8,0.143318057137,26
2,85,42.8,0.145512069812,24
2,86,42.8,0.147739669961,25
2,87,42.8,0.150001371766,20
2,88,42.8,0.152297697277,22
2,89,42.8,0.15462917654,20
2,90,42.8,0.156996347711,16
2,91,42.8,0.159399757188,17
2,92,42.8,0.161839959732,13
2,93,42.8,0.164317518597,14
2,94,42.8,0.166833005659,9
2,95,42.8,0.169387001549,8
2,96,42.8,0.171980095789,8
2,97,42.8,0.174612886921,6
2,98,42.8,0.177285982655,2
2,99,42.8,0.18,0
3,0,44.2,0.04,1
3,1,44.2,0.0406123478698,2
3,2,44.2,0.0412340699874,4
3,3,44.2,0.0418653098603,5
3,4,44.2,0.0425062131931,8
3,5,44.2,0.0431569279206,9
3,6,44.2,0.0438176042426,9
3,7,44.2,0.044488394658,12
3,8,44.2,0.0451694540004,13
3,9,44.2,0.0458609394738,14
3,10,44.2,0.0465630106886,18
3,11,44.2,0.0472758296988,18
3,12,44.2,0.047999561039,19
3,13,44.2,0.0487343717628,20
3,14,44.2,0.0494804314811,24
3,15,44.2,0.0502379124014,25
3,16,44.2,0.0510069893674,26
3,17,44.2,0.0517878398995,29
3,18,44.2,0.0525806442356,30
3,19,44.2,0.0533855853728,29
3,20,44.2,0.0542028491098,33
3,21,44.2,0.0550326240895,33
3,22,44.2,0.0558751018427,34
3,23,44.2,0.0567304768323,34
3,24,44.2,0.0575989464983,34
3,25,44.2,0.058480711303,36
3,26,44.2,0.0593759747778,37
3,27,44.2,0.0602849435695,40
3,28,44.2,0.0612078274889,41
3,29,44.2,0.0621448395583,42
3,30,44.2,0.0630961960613,42
3,31,44.2,0.0640621165925,42
3,32,44.2,0.0650428241082,44
3,33,44.2,0.0660385449779,45
3,34,44.2,0.0670495090364,44
3,35,44.2,0.0680759496371,45
3,36,44.2,0.0691181037056,44
3,37,44.2,0.0701762117948,44
3,38,44.2,0.0712505181398,45
3,39,44.2,0.0723412707149,47
3,40,44.2,0.0734487212904,46
3,41,44.2,0.0745731254909,49
3,42,44.2,0.0757147428543,48
3,43,44.2,0.0768738368917,50
3,44,44.2,0.0780506751482,49
3,45,44.2,0.0792455292648,49
3,46,44.2,0.0804586750406,48
3,47,44.2,0.0816903924972,47
3,48,44.2,0.0829409659429,48
3,49,44.2,0.0842106840382,49
3,50,44.2,0.0854998398628,49
3,51,44.2,0.0868087309829,49
3,52,44.2,0.0881376595203,48
3,53,44.2,0.0894869322216,47
3,54,44.2,0.0908568605296,48
3,55,44.2,0.0922477606545,49
3,56,44.2,0.0936599536477,49
3,57,44.2,0.0950937654752,48
3,58,44.2,0.0965495270931,48
3,59,44.2,0.0980275745242,47
3,60,44.2,0.0995282489352,47
3,61,44.2,0.101051896716,48
3,62,44.2,0.102598869558,48
3,63,44.2,0.104169524538,46
3,64,44.2,0.105764224199,46
3,65,44.2,0.107383336634,44
3,66,44.2,0.10902723557,44
3,67,44.2,0.110696300456,45
3,68,44.2,0.112390916551,42
3,69,44.2,0.114111475009,43
3,70,44.2,0.115858372975,41
3,71,44.2,0.117632013672,40
3,72,44.2,0.119432806497,41
3,73,44.2,0.121261167113,37
3,74,44.2,0.123117517547,36
3,75,44.2,0.125002286287,36
3,76,44.2,0.12691590838,36
3,77,44.2,0.128858825533,34
3,78,44.2,0.130831486216,35
3,79,44.2,0.132834345763,34
3,80,44.2,0.13486786648,30
3,81,44.2,0.136932517748,30
3,82,44.2,0.139028776137,29
3,83,44.2,0.141157125509,26
3,84,44.2,0.143318057137,26
3,85,44.2,0.145512069812,24
3,86,44.2,0.147739669961,24
3,87,44.2,0.150001371766,21
3,88,44.2,0.152297697277,21
3,89,44.2,0.15462917654,18
3,90,44.2,0.156996347711,18
3,91,44.2,0.159399757188,15
3,92,44.2,0.161839959732,13
3,93,44.2,0.164317518597,13
3,94,44.2,0.166833005659,9
3,95,44.2,0.169387001549,7
3,96,44.2,0.171980095789,7
3,97,44.2,0.174612886921,4
3,98,44.2,0.177285982655,2
3,99,44.2,0.18,-1
4,0,45.6,0.04,-2
4,1,45.6,0.0406123478698,2
4,2,45.6,0.0412340699874,4
4,3,45.6,0.0418653098603,5
4,4,45.6,0.0425062131931,7
4,5,45.6,0.0431569279206,7
4,6,45.6,0.0438176042426,9
4,7,45.6,0.044488394658,14
4,8,45.6,0.0451694540004,13
4,9,45.6,0.0458609394738,17
4,10,45.6,0.0465630106886,18
4,11,45.6,0.0472758296988,18
4,12,45.6,0.047999561039,21
4,13,45.6,0.0487343717628,21
4,14,45.6,0.0494804314811,23
4,15,45.6,0.0502379124014,26
4,16,45.6,0.0510069893674,26
4,17,45.6,0.0517878398995,29
4,18,45.6,0.0525806442356,29
4,19,45.6,0.0533855853728,28
4,20,45.6,0.0542028491098,31
4,21,45.6,0.0550326240895,33
4,22,45.6,0.0558751018427,34
4,23,45.6,0.0567304768323,35
4,24,45.6,0.0575989464983,37
4,25,45.6,0.058480711303,38
4,26,45.6,0.0593759747778,37
4,27,45.6,0.0602849435695,38
4,28,45.6,0.0612078274889,41
4,29,45.6,0.0621448395583,40
4,30,45.6,0.0630961960613,43
4,31,45.6,0.0640621165925,43
4,32,45.6,0.0650428241082,43
4,33,45.6,0.0660385449779,44
4,34,45.6,0.0670495090364,42
4,35,45.6,0.0680759496371,45
4,36,45.6,0.0691181037056,45
4,37,45.6,0.0701762117948,47
4,38,45.6,0.0712505181398,48
4,39,45.6,0.0723412707149,48
4,40,45.6,0.0734487212904,47
4,41,45.6,0.0745731254909,48
4,42,45.6,0.0757147428543,47
4,43,45.6,0.0768738368917,50
4,44,45.6,0.0780506751482,48
4,45,45.6,0.0792455292648,50
4,46,45.6,0.0804586750406,48
4,47,45.6,0.0816903924972,48
4,48,45.6,0.0829409659429,47
4,49,45.6,0.0842106840382,48
4,50,45.6,0.0854998398628,48
4,51,45.6,0.0868087309829,50
4,52,45.6,0.0881376595203,50
4,53,45.6,0.0894869322216,49
4,54,45.6,0.0908568605296,50
4,55,45.6,0.0922477606545,50
4,56,45.6,0.0936599536477,48
4,57,45.6,0.0950937654752,48
4,58,45.6,0.0965495270931,48
4,59,45.6,0.0980275745242,49
4,60,45.6,0.0995282489352,47
4,61,45.6,0.101051896716,45
4,62,45.6,0.102598869558,47
4,63,45.6,0.104169524538,45
4,64,45.6,0.105764224199,45
4,65,45.6,0.107383336634,43
4,66,45.6,0.10902723557,44
4,67,45.6,0.110696300456,42
4,68,45.6,0.112390916551,41
4,69,45.6,0.114111475009,42
4,70,45.6,0.115858372975,41
4,71,45.6,0.117632013672,42
4,72,45.6,0.119432806497,38
4,73,45.6,0.121261167113,38
4,74,45.6,0.123117517547,38
4,75,45.6,0.125002286287,35
4,76,45.6,0.12691590838,36
4,77,45.6,0.128858825533,33
4,78,45.6,0.130831486216,33
4,79,45.6,0.132834345763,31
4,80,45.6,0.13486786648,30
4,81,45.6,0.136932517748,29
4,82,45.6,0.139028776137,27
4,83,45.6,0.141157125509,26
4,84,45.6,0.143318057137,27
4,85,45.6,0.145512069812,24
4,86,45.6,0.147739669961,23
4,87,45.6,0.150001371766,21
4,88,45.6,0.152297697277,20
4,89,45.6,0.15462917654,18
4,90,45.6,0.156996347711,18
4,91,45.6,0.159399757188,16
4,92,45.6,0.161839959732,14
4,93,45.6,0.164317518597,11
4,94,45.6,0.166833005659,12
4,95,45.6,0.169387001549,10
4,96,45.6,0.171980095789,6
4,97,45.6,0.174612886921,5
4,98,45.6,0.177285982655,2
4,99,45.6,0.18,-1
5,0,47.0,0.04,-1
5,1,47.0,0.0406123478698,0
5,2,47.0,0.0412340699874,4
5,3,47.0,0.0418653098603,3
5,4,47.0,0.0425062131931,5
5,5,47.0,0.0431569279206,10
5,6,47.0,0.0438176042426,11
5,7,47.0,0.044488394658,14
5,8,47.0,0.0451694540004,14
5,9,47.0,0.0458609394738,14
5,10,47.0,0.0465630106886,16
5,11,47.0,0.0472758296988,19
5,12,47.0,0.047999561039,22
5,13,47.0,0.0487343717628,20
5,14,47.0,0.0494804314811,23
5,15,47.0,0.0502379124014,26
5,16,47.0,0.0510069893674,25
5,17,47.0,0.0517878398995,29
5,18,47.0,0.0525806442356,27
5,19,47.0,0.0533855853728,29
5,20,47.0,0.0542028491098,30
5,21,47.0,0.0550326240895,32
5,22,47.0,0.0558751018427,33
5,23,47.0,0.0567304768323,35
5,24,47.0,0.0575989464983,36
5,25,47.0,0.058480711303,35
5,26,47.0,0.0593759747778,36
5,27,47.0,0.0602849435695,39
5,28,47.0,0.0612078274889,41
5,29,47.0,0.0621448395583,41
5,30,47.0,0.0630961960613,40
5,31,47.0,0.0640621165925,43
5,32,47.0,0.0650428241082,43
5,33,47.0,0.0660385449779,45
5,34,47.0,0.0670495090364,43
5,35,47.0,0.0680759496371,46
5,36,47.0,0.0691181037056,45
5,37,47.0,0.0701762117948,45
5,38,47.0,0.0712505181398,47
5,39,47.0,0.0723412707149,45
5,40,47.0,0.0734487212904,47
5,41,47.0,0.0745731254909,46
5,42,47.0,0.0757147428543,46
5,43,47.0,0.0768738368917,48
5,44,47.0,0.0780506751482,48
5,45,47.0,0.0792455292648,47
5,46,47.0,0.0804586750406,49
5,47,47.0,0.0816903924972,48
5,48,47.0,0.0829409659429,47
5,49,47.0,0.0842106840382,48
5,50,47.0,0.0854998398628,51
5,51,47.0,0.0868087309829,47
5,52,47.0,0.0881376595203,47
5,53,47.0,0.0894869322216,48
5,54,47.0,0.0908568605296,50
5,55,47.0,0.0922477606545,48
5,56,47.0,0.0936599536477,49
5,57,47.0,0.0950937654752,50
5,58,47.0,0.0965495270931,47
5,59,47.0,0.0980275745242,49
5,60,47.0,0.0995282489352,47
5,61,47.0,0.101051896716,47
5,62,47.0,0.102598869558,46
5,63,47.0,0.104169524538,45
5,64,47.0,0.105764224199,47
5,65,47.0,0.107383336634,43
5,66,47.0,0.10902723557,43
5,67,47.0,0.110696300456,43
5,68,47.0,0.112390916551,41
5,69,47.0,0.114111475009,43
5,70,47.0,0.115858372975,40
5,71,47.0,0.117632013672,41
5,72,47.0,0.119432806497,39
5,73,47.0,0.121261167113,40
5,74,47.0,0.123117517547,36
5,75,47.0,0.125002286287,35
5,76,47.0,0.12691590838,37
5,77,47.0,0.128858825533,34
5,78,47.0,0.130831486216,32
5,79,47.0,0.132834345763,32
5,80,47.0,0.13486786648,32
5,81,47.0,0.136932517748,29
5,82,47.0,0.139028776137,28
5,83,47.0,0.141157125509,29
5,84,47.0,0.143318057137,26
5,85,47.0,0.145512069812,23
5,86,47.0,0.147739669961,23
5,87,47.0,0.150001371766,23
5,88,47.0,0.152297697277,22
5,89,47.0,0.15462917654,18
5,90,47.0,0.156996347711,18
5,91,47.0,0.159399757188,16
5,92,47.0,0.161839959732,14
5,93,47.0,0.164317518597,12
5,94,47.0,0.166833005659,11
5,95,47.0,0.169387001549,9
5,96,47.0,0.171980095789,7
5,97,47.0,0.174612886921,6
5,98,47.0,0.177285982655,3
5,99,47.0,0.18,0
6,0,48.4,0.04,0
6,1,48.4,0.0406123478698,1
6,2,48.4,0.0412340699874,3
6,3,48.4,0.0418653098603,4
6,4,48.4,0.0425062131931,5
6,5,48.4,0.0431569279206,8
6,6,48.4,0.0438176042426,10
6,7,48.4,0.044488394658,13
6,8,48.4,0.0451694540004,14
6,9,48.4,0.0458609394738,14
6,10,48.4,0.0465630106886,16
6,11,48.4,0.0472758296988,18
6,12,48.4,0.047999561039,20
6,13,48.4,0.0487343717628,23
6,14,48.4,0.0494804314811,25
6,15,48.4,0.0502379124014,25
6,16,48.4,0.0510069893674,24
6,17,48.4,0.0517878398995,28
6,18,48.4,0.0525806442356,30
6,19,48.4,0.0533855853728,30
6,20,48.4,0.0542028491098,33
6,21,48.4,0.0550326240895,33
6,22,48.4,0.0558751018427,32
6,23,48.4,0.0567304768323,34
6,24,48.4,0.0575989464983,36
6,25,48.4,0.058480711303,36
6,26,48.4,0.0593759747778,37
6,27,48.4,0.0602849435695,40
6,28,48.4,0.0612078274889,40
6,29,48.4,0.0621448395583,41
6,30,48.4,0.0630961960613,40
6,31,48.4,0.0640621165925,43
6,32,48.4,0.0650428241082,42
6,33,48.4,0.0660385449779,42
6,34,48.4,0.0670495090364,45
6,35,48.4,0.0680759496371,46
6,36,48.4,0.0691181037056,45
6,37,48.4,0.0701762117948,45
6,38,48.4,0.0712505181398,45
6,39,48.4,0.0723412707149,47
6,40,48.4,0.0734487212904,47
6,41,48.4,0.0745731254909,49
6,42,48.4,0.0757147428543,49
6,43,48.4,0.0768738368917,50
6,44,48.4,0.0780506751482,49
6,45,48.4,0.0792455292648,50
6,46,48.4,0.0804586750406,50
6,47,48.4,0.0816903924972,49
6,48,48.4,0.0829409659429,50
6,49,48.4,0.0842106840382,47
6,50,48.4,0.0854998398628,48
6,51,48.4,0.0868087309829,48
6,52,48.4,0.0881376595203,50
6,53,48.4,0.0894869322216,50
6,54,48.4,0.0908568605296,50
6,55,48.4,0.0922477606545,50
6,56,48.4,0.0936599536477,47
6,57,48.4,0.0950937654752,48
6,58,48.4,0.0965495270931,47
6,59,48.4,0.0980275745242,47
6,60,48.4,0.0995282489352,47
6,61,48.4,0.101051896716,45
6,62,48.4,0.102598869558,45
6,63,48.4,0.104169524538,44
6,64,48.4,0.105764224199,47
6,65,48.4,0.107383336634,46
6,66,48.4,0.10902723557,43
6,67,48.4,0.110696300456,45
6,68,48.4,0.112390916551,42
6,69,48.4,0.114111475009,42
6,70,48.4,0.115858372975,40
6,71,48.4,0.117632013672,41
6,72,48.4,0.119432806497,39
6,73,48.4,0.121261167113,38
6,74,48.4,0.123117517547,38
6,75,48.4,0.125002286287,36
6,76,48.4,0.12691590838,37
6,77,48.4,0.128858825533,35
6,78,48.4,0.130831486216,33
6,79,48.4,0.132834345763,31
6,80,48.4,0.13486786648,32
6,81,48.4,0.136932517748,28
6,82,48.4,0.139028776137,29
6,83,48.4,0.141157125509,26
6,84,48.4,0.143318057137,27
6,85,48.4,0.145512069812,23
6,86,48.4,0.147739669961,24
6,87,48.4,0.150001371766,20
6,88,48.4,0.152297697277,19
6,89,48.4,0.15462917654,20
6,90,48.4,0.156996347711,18
6,91,48.4,0.159399757188,15
6,92,48.4,0.161839959732,14
6,93,48.4,0.164317518597,13
6,94,48.4,0.166833005659,12
6,95,48.4,0.169387001549,10
6,96,48.4,0.171980095789,6
6,97,48.4,0.174612886921,6
6,98,48.4,0.177285982655,3
6,99,48.4,0.18,2
7,0,49.8,0.04,-1
7,1,49.8,0.0406123478698,0
7,2,49.8,0.0412340699874,4
7,3,49.8,0.0418653098603,3
7,4,49.8,0.0425062131931,5
7,5,49.8,0.0431569279206,8
7,6,49.8,0.0438176042426,12
7,7,49.8,0.044488394658,12
7,8,49.8,0.0451694540004,15
7,9,49.8,0.0458609394738,17
7,10,49.8,0.0465630106886,16
7,11,49.8,0.0472758296988,17
7,12,49.8,0.047999561039,19
7,13,49.8,0.0487343717628,23
7,14,49.8,0.0494804314811,23
7,15,49.8,0.0502379124014,24
7,16,49.8,0.0510069893674,26
7,17,49.8,0.0517878398995,27
7,18,49.8,0.0525806442356,29
7,19,49.8,0.0533855853728,28
7,20,49.8,0.0542028491098,30
7,21,49.8,0.0550326240895,34
7,22,49.8,0.0558751018427,35
7,23,49.8,0.0567304768323,34
7,24,49.8,0.0575989464983,37
7,25,49.8,0.058480711303,36
7,26,49.8,0.0593759747778,36
7,27,49.8,0.0602849435695,39
7,28,49.8,0.0612078274889,38
7,29,49.8,0.0621448395583,41
7,30,49.8,0.0630961960613,41
7,31,49.8,0.0640621165925,40
7,32,49.8,0.0650428241082,42
7,33,49.8,0.0660385449779,45
7,34,49.8,0.0670495090364,45
7,35,49.8,0.0680759496371,43
7,36,49.8,0.0691181037056,47
7,37,49.8,0.0701762117948,47
7,38,49.8,0.0712505181398,48
7,39,49.8,0.0723412707149,48
7,40,49.8,0.0734487212904,49
7,41,49.8,0.0745731254909,49
7,42,49.8,0.0757147428543,46
7,43,49.8,0.0768738368917,50
7,44,49.8,0.0780506751482,47
7,45,49.8,0.0792455292648,47
7,46,49.8,0.0804586750406,50
7,47,49.8,0.0816903924972,48
7,48,49.8,0.0829409659429,48
7,49,49.8,0.0842106840382,48
7,50,49.8,0.0854998398628,49
7,51,49.8,0.0868087309829,48
7,52,49.8,0.0881376595203,48
7,53,49.8,0.0894869322216,48
7,54,49.8,0.0908568605296,49
7,55,49.8,0.0922477606545,48
7,56,49.8,0.0936599536477,49
7,57,49.8,0.0950937654752,48
7,58,49.8,0.0965495270931,46
7,59,49.8,0.0980275745242,47
7,60,49.8,0.0995282489352,49
7,61,49.8,0.101051896716,45
7,62,49.8,0.102598869558,46
7,63,49.8,0.104169524538,45
7,64,49.8,0.105764224199,47
7,65,49.8,0.107383336634,44
7,66,49.8,0.10902723557,44
7,67,49.8,0.110696300456,42
7,68,49.8,0.112390916551,42
7,69,49.8,0.114111475009,40
7,70,49.8,0.115858372975,41
7,71,49.8,0.117632013672,39
7,72,49.8,0.119432806497,41
7,73,49.8,0.121261167113,39
7,74,49.8,0.123117517547,37
7,75,49.8,0.125002286287,36
7,76,49.8,0.12691590838,35
7,77,49.8,0.128858825533,35
7,78,49.8,0.130831486216,35
7,79,49.8,0.132834345763,33
7,80,49.8,0.13486786648,33
7,81,49.8,0.136932517748,29
7,82,49.8,0.139028776137,29
7,83,49.8,0.141157125509,29
7,84,49.8,0.143318057137,26
7,85,49.8,0.145512069812,25
7,86,49.8,0.147739669961,25
7,87,49.8,0.150001371766,20
7,88,49.8,0.152297697277,22
7,89,49.8,0.15462917654,18
7,90,49.8,0.156996347711,19
7,91,49.8,0.159399757188,16
7,92,49.8,0.161839959732,13
7,93,49.8,0.164317518597,13
7,94,49.8,0.166833005659,12
7,95,49.8,0.169387001549,8
7,96,49.8,0.171980095789,8
