x,y,ori,sf,score
0,0,180.0,0.04,0
0,1,180.0,0.0406123478698,1
0,2,180.0,0.0412340699874,3
0,3,180.0,0.0418653098603,5
0,4,180.0,0.0425062131931,7
0,5,180.0,0.0431569279206,9
0,6,180.0,0.0438176042426,11
0,7,180.0,0.044488394658,13
0,8,180.0,0.0451694540004,14
0,9,180.0,0.0458609394738,16
0,10,180.0,0.0465630106886,18
0,11,180.0,0.0472758296988,19
0,12,180.0,0.047999561039,21
0,13,180.0,0.0487343717628,22
0,14,180.0,0.0494804314811,24
0,15,180.0,0.0502379124014,25
0,16,180.0,0.0510069893674,26
0,17,180.0,0.0517878398995,28
0,18,180.0,0.0525806442356,29
0,19,180.0,0.0533855853728,30
0,20,180.0,0.0542028491098,32
0,21,180.0,0.0550326240895,33
0,22,180.0,0.0558751018427,34
0,23,180.0,0.0567304768323,35
0,24,180.0,0.0575989464983,36
0,25,180.0,0.058480711303,37
0,26,180.0,0.0593759747778,38
0,27,180.0,0.0602849435695,39
0,28,180.0,0.0612078274889,40
0,29,180.0,0.0621448395583,41
0,30,180.0,0.0630961960613,42
0,31,180.0,0.0640621165925,42
0,32,180.0,0.0650428241082,43
0,33,180.0,0.0660385449779,44
0,34,180.0,0.0670495090364,44
0,35,180.0,0.0680759496371,45
0,36,180.0,0.0691181037056,46
0,37,180.0,0.0701762117948,46
0,38,180.0,0.0712505181398,47
0,39,180.0,0.0723412707149,47
0,40,180.0,0.0734487212904,48
0,41,180.0,0.0745731254909,48
0,42,180.0,0.0757147428543,48
0,43,180.0,0.0768738368917,49
0,44,180.0,0.0780506751482,49
0,45,180.0,0.0792455292648,49
0,46,180.0,0.0804586750406,49
0,47,180.0,0.0816903924972,49
0,48,180.0,0.0829409659429,49
0,49,180.0,0.0842106840382,49
0,50,180.0,0.0854998398628,50
0,51,180.0,0.0868087309829,49
0,52,180.0,0.0881376595203,49
0,53,180.0,0.0894869322216,49
0,54,180.0,0.0908568605296,49
0,55,180.0,0.0922477606545,49
