simulation_type,subj_id,sight_radius,n_gabors,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
random,random_robot_61,10,6,SimpleHill,0-0,0,0,0-0,3-8;0-9;2-9;5-5;2-6;2-0,5-5,19,19
random,random_robot_61,10,6,SimpleHill,0-0,0,1,5-5,7-6;8-12;7-12;3-13;10-1;11-10,7-12,34,15
random,random_robot_61,10,6,SimpleHill,0-0,0,2,7-12,6-17;1-14;8-17;11-7;6-9;0-18,8-17,42,8
random,random_robot_61,10,6,SimpleHill,0-0,0,3,8-17,10-11;12-12;8-17;1-24;13-12;17-18,10-11,37,-5
random,random_robot_61,10,6,SimpleHill,0-0,0,4,10-11,9-7;7-16;3-8;6-19;18-5;12-11,3-8,20,-17
random,random_robot_61,10,6,SimpleHill,0-0,0,5,3-8,6-5;4-2;4-9;0-10;8-4;6-2,0-10,18,-2
random,random_robot_61,10,6,SimpleHill,0-0,0,6,0-10,1-2;0-0;3-7;1-8;4-18;5-8,3-7,18,0
random,random_robot_61,10,6,SimpleHill,0-0,0,7,3-7,3-8;1-2;4-14;10-4;8-2;4-6,1-2,5,-13
random,random_robot_61,10,6,SimpleHill,0-0,0,8,1-2,8-7;10-3;3-5;4-0;9-7;8-2,8-2,18,13
random,random_robot_61,10,6,SimpleHill,0-0,0,9,8-2,11-0;5-9;1-5;6-3;3-3;0-3,0-3,5,-13
random,random_robot_61,10,6,SimpleHill,0-0,0,10,0-3,4-12;9-0;2-1;1-10;3-12;2-2,3-12,26,21
random,random_robot_61,10,6,SimpleHill,0-0,0,11,3-12,9-5;10-10;3-12;1-10;12-10;0-8,1-10,19,-7
random,random_robot_61,10,6,SimpleHill,0-0,0,12,1-10,4-12;5-10;1-15;10-9;7-15;5-15,4-12,28,9
random,random_robot_61,10,6,SimpleHill,0-0,0,13,4-12,9-7;12-9;6-16;4-4;9-4;13-14,12-9,37,9
random,random_robot_61,10,6,SimpleHill,0-0,0,14,12-9,17-14;13-17;21-8;12-12;8-11;11-0,21-8,47,10
random,random_robot_61,10,6,SimpleHill,0-0,0,15,21-8,24-16;23-2;20-2;14-13;30-7;20-3,14-13,46,-1
random,random_robot_61,10,6,SimpleHill,0-0,0,16,14-13,5-16;18-13;8-15;9-16;6-9;12-7,6-9,27,-19
random,random_robot_61,10,6,SimpleHill,0-0,0,17,6-9,0-8;5-17;15-5;9-0;4-4;8-14,8-14,38,11
random,random_robot_61,10,6,SimpleHill,0-0,0,18,8-14,9-13;4-21;9-20;14-15;15-12;10-6,9-20,48,10
random,random_robot_61,10,6,SimpleHill,0-0,0,19,9-20,4-27;2-14;8-11;7-23;16-27;5-26,7-23,48,0
random,random_robot_61,10,6,SimpleHill,0-0,0,20,7-23,7-28;13-26;2-23;1-16;8-30;7-22,2-23,39,-9
random,random_robot_61,10,6,SimpleHill,0-0,0,21,2-23,8-16;0-24;11-24;7-17;1-14;10-21,10-21,51,12
random,random_robot_61,10,6,SimpleHill,0-0,0,22,10-21,10-20;7-21;6-20;15-20;19-20;17-18,10-20,50,-1
random,random_robot_61,10,6,SimpleHill,0-0,0,23,10-20,11-27;9-18;10-13;16-25;5-28;1-18,10-13,40,-10
random,random_robot_61,10,6,SimpleHill,0-0,0,24,10-13,7-22;17-11;8-4;12-7;8-22;6-10,6-10,29,-11
random,random_robot_61,10,6,SimpleHill,0-0,0,25,6-10,0-14;11-7;10-9;3-7;8-14;12-3,3-7,18,-11
random,random_robot_61,10,6,SimpleHill,0-0,0,26,3-7,9-0;3-9;12-6;6-15;5-13;1-2,12-6,32,14
random,random_robot_61,10,6,SimpleHill,0-0,0,27,12-6,8-14;20-0;20-3;11-12;7-6;17-13,17-13,50,18
random,random_robot_61,10,6,SimpleHill,0-0,0,28,17-13,11-18;19-15;21-7;24-18;15-11;16-19,19-15,56,6
random,random_robot_61,10,6,SimpleHill,0-0,0,29,19-15,24-23;15-9;23-23;13-15;19-11;18-16,15-9,41,-15
random,random_robot_61,10,6,SimpleHill,0-0,0,30,15-9,10-14;7-5;14-11;15-6;8-8;22-16,7-5,22,-19
random,random_robot_61,10,6,SimpleHill,0-0,0,31,7-5,8-11;5-11;8-6;1-4;12-3;6-1,6-1,13,-9
random,random_robot_61,10,6,SimpleHill,0-0,0,32,6-1,11-8;8-6;1-1;13-6;12-9;3-3,1-1,3,-10
random,random_robot_61,10,6,SimpleHill,0-0,0,33,1-1,5-0;7-6;3-2;1-11;6-4;6-3,5-0,9,6
random,random_robot_61,10,6,SimpleHill,0-0,0,34,5-0,2-3;10-5;13-5;5-1;13-6;12-4,13-5,32,23
random,random_robot_61,10,6,SimpleHill,0-0,0,35,13-5,5-0;14-1;5-6;20-1;13-1;8-10,5-6,20,-12
random,random_robot_61,10,6,SimpleHill,0-0,0,36,5-6,7-4;5-10;1-0;5-12;11-4;3-13,1-0,1,-19
random,random_robot_61,10,6,SimpleHill,0-0,0,37,1-0,0-2;3-7;4-8;6-7;3-8;6-1,3-7,18,17
random,random_robot_61,10,6,SimpleHill,0-0,0,38,3-7,10-9;6-9;2-16;1-8;5-5;11-10,5-5,19,1
random,random_robot_61,10,6,SimpleHill,0-0,0,39,5-5,6-12;0-8;12-9;5-5;9-14;8-3,8-3,20,1
