simulation_type,subj_id,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
random,random_robot_0,10,6,1,SimpleHill,0-0,0,0,0-0,4-8;0-9;7-5;0-7;5-7;2-1,4-8,22,22
random,random_robot_0,10,6,1,SimpleHill,0-0,0,1,4-8,0-8;8-3;1-14;9-16;12-3;6-1,9-16,43,21
random,random_robot_0,10,6,1,SimpleHill,0-0,0,2,9-16,3-15;13-23;3-13;8-23;11-21;2-21,13-23,58,15
random,random_robot_0,10,6,1,SimpleHill,0-0,0,3,13-23,21-27;13-33;9-22;5-26;20-17;19-30,21-27,72,14
random,random_robot_0,10,6,1,SimpleHill,0-0,0,4,21-27,18-19;27-27;18-32;26-31;28-32;29-22,28-32,83,11
random,random_robot_0,10,6,1,SimpleHill,0-0,0,5,28-32,26-28;22-29;35-33;34-30;32-32;28-26,35-33,89,6
random,random_robot_0,10,6,1,SimpleHill,0-0,0,6,35-33,40-38;27-37;35-31;35-37;44-30;27-32,40-38,95,6
random,random_robot_0,10,6,1,SimpleHill,0-0,0,7,40-38,41-38;35-41;48-34;32-43;34-46;42-39,42-39,96,1
random,random_robot_0,10,6,1,SimpleHill,0-0,0,8,42-39,49-45;37-46;43-45;44-33;37-41;35-42,49-45,99,3
random,random_robot_0,10,6,1,SimpleHill,0-0,0,9,49-45,53-37;57-51;55-42;47-44;54-39;49-48,47-44,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,10,47-44,49-39;44-53;46-43;47-52;54-42;38-45,44-53,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,11,44-53,44-57;42-47;37-53;39-46;41-56;36-57,44-57,98,-1
random,random_robot_0,10,6,1,SimpleHill,0-0,0,12,44-57,47-56;49-60;51-60;42-48;43-57;52-63,47-56,99,1
random,random_robot_0,10,6,1,SimpleHill,0-0,0,13,47-56,49-59;43-60;42-60;55-62;52-49;46-50,46-50,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,14,46-50,50-51;47-42;39-43;52-42;46-57;44-59,50-51,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,15,50-51,46-56;51-44;49-48;41-48;57-51;51-58,49-48,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,16,49-48,56-42;57-47;44-50;44-53;41-43;56-44,44-50,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,17,44-50,42-56;42-43;49-57;48-42;49-48;42-47,49-48,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,18,49-48,44-45;52-56;55-55;53-56;54-56;48-48,48-48,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,19,48-48,48-42;45-55;52-43;53-46;50-48;42-50,45-55,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,20,45-55,38-58;38-55;39-47;50-49;39-61;37-57,50-49,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,21,50-49,43-42;50-54;45-45;53-48;41-51;59-47,45-45,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,22,45-45,52-50;42-39;50-41;39-53;52-38;43-41,52-50,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,23,52-50,49-47;56-55;49-42;56-57;58-42;58-56,49-47,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,24,49-47,49-54;55-42;46-54;42-53;56-45;40-50,49-54,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,25,49-54,43-53;47-59;56-48;50-58;51-54;57-51,51-54,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,26,51-54,42-54;46-47;54-49;58-53;59-57;51-56,46-47,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,27,46-47,48-46;47-56;40-40;50-45;46-39;44-46,48-46,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,28,48-46,54-50;45-49;44-39;45-38;55-43;50-47,54-50,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,29,54-50,48-47;61-44;58-48;59-53;60-52;57-41,48-47,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,30,48-47,41-51;52-51;52-41;55-41;41-41;54-52,52-51,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,31,52-51,47-44;46-47;56-54;44-45;54-57;43-55,47-44,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,32,47-44,44-40;50-53;47-39;52-44;44-38;40-48,50-53,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,33,50-53,55-61;53-50;50-43;50-60;43-51;55-54,43-51,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,34,43-51,44-58;34-47;48-57;41-51;49-52;42-58,49-52,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,35,49-52,43-50;54-49;55-59;40-56;47-52;58-53,43-50,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,36,43-50,35-56;40-45;46-54;44-45;40-55;45-51,45-51,99,0
random,random_robot_0,10,6,1,SimpleHill,0-0,0,37,45-51,50-50;36-47;54-48;46-48;48-50;50-44,50-50,100,1
random,random_robot_0,10,6,1,SimpleHill,0-0,0,38,50-50,50-48;45-55;45-47;42-49;54-44;43-50,50-48,99,-1
random,random_robot_0,10,6,1,SimpleHill,0-0,0,39,50-48,49-47;56-50;44-40;57-46;44-46;52-44,49-47,99,0
