simulation_type,subj_id,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
random,random_robot_53,10,6,1,SimpleHill,0-0,0,0,0-0,0-5;8-0;5-7;0-0;4-4;7-6,8-0,14,14
random,random_robot_53,10,6,1,SimpleHill,0-0,0,1,8-0,9-2;10-6;13-1;4-2;3-8;14-8,14-8,38,24
random,random_robot_53,10,6,1,SimpleHill,0-0,0,2,14-8,9-14;22-12;17-13;10-4;11-12;12-7,12-7,34,-4
random,random_robot_53,10,6,1,SimpleHill,0-0,0,3,12-7,9-1;12-13;10-4;16-11;4-11;10-11,10-11,37,3
random,random_robot_53,10,6,1,SimpleHill,0-0,0,4,10-11,10-16;12-7;1-10;9-8;7-14;10-18,9-8,31,-6
random,random_robot_53,10,6,1,SimpleHill,0-0,0,5,9-8,8-17;3-6;15-7;13-1;16-5;11-14,11-14,43,12
random,random_robot_53,10,6,1,SimpleHill,0-0,0,6,11-14,16-9;13-7;4-11;7-8;8-11;2-16,8-11,34,-9
random,random_robot_53,10,6,1,SimpleHill,0-0,0,7,8-11,12-5;1-8;2-4;14-18;11-6;6-10,12-5,30,-4
random,random_robot_53,10,6,1,SimpleHill,0-0,0,8,12-5,14-7;3-4;12-1;8-11;15-3;5-5,14-7,37,7
random,random_robot_53,10,6,1,SimpleHill,0-0,0,9,14-7,10-3;14-5;20-12;17-2;23-11;5-11,20-12,53,16
random,random_robot_53,10,6,1,SimpleHill,0-0,0,10,20-12,20-21;11-8;19-14;12-11;11-13;17-21,11-13,42,-11
random,random_robot_53,10,6,1,SimpleHill,0-0,0,11,11-13,12-6;12-14;4-15;5-14;20-9;4-11,12-14,45,3
random,random_robot_53,10,6,1,SimpleHill,0-0,0,12,12-14,8-8;15-14;10-16;3-10;3-14;14-14,10-16,44,-1
random,random_robot_53,10,6,1,SimpleHill,0-0,0,13,10-16,13-22;6-19;18-22;5-10;16-19;14-14,14-14,48,4
random,random_robot_53,10,6,1,SimpleHill,0-0,0,14,14-14,7-18;11-6;15-10;23-15;15-9;15-20,15-10,43,-5
random,random_robot_53,10,6,1,SimpleHill,0-0,0,15,15-10,7-11;8-5;18-8;24-13;18-14;17-18,18-8,44,1
random,random_robot_53,10,6,1,SimpleHill,0-0,0,16,18-8,12-14;27-11;19-6;20-17;14-8;14-4,27-11,59,15
random,random_robot_53,10,6,1,SimpleHill,0-0,0,17,27-11,32-14;33-9;28-18;31-5;30-6;28-9,31-5,52,-7
random,random_robot_53,10,6,1,SimpleHill,0-0,0,18,31-5,27-5;36-0;32-1;34-1;37-4;40-1,37-4,54,2
random,random_robot_53,10,6,1,SimpleHill,0-0,0,19,37-4,35-6;32-8;40-13;43-1;30-0;46-0,43-1,51,-3
