simulation_type,subj_id,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,0,0-0,4-7;2-2;2-6;5-6;5-1;2-9,4-7,20,20
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,1,4-7,10-11;9-12;11-1;4-9;5-10;0-2,10-11,37,17
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,2,10-11,8-11;17-10;4-3;14-8;9-17;3-5,17-10,46,9
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,3,17-10,24-17;24-7;17-4;12-11;19-2;13-8,24-17,64,18
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,4,24-17,18-9;20-14;20-22;24-17;18-20;23-8,20-22,66,2
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,5,20-22,22-31;23-29;29-18;25-22;18-16;28-28,28-28,80,14
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,6,28-28,29-27;23-23;29-20;23-20;22-36;33-35,33-35,89,9
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,7,33-35,34-36;33-27;33-35;30-28;41-34;30-26,41-34,93,4
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,8,41-34,47-29;37-36;33-37;36-31;41-39;47-27,41-39,95,2
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,9,41-39,46-33;41-30;46-41;33-44;41-44;40-30,46-41,98,3
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,10,46-41,47-41;53-44;41-42;41-46;43-38;48-37,53-44,99,1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,11,53-44,57-52;51-49;57-49;58-52;53-35;62-47,51-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,12,51-49,49-49;48-43;53-42;49-57;57-48;52-53,49-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,13,49-49,57-43;55-44;50-47;47-49;46-58;53-40,47-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,14,47-49,55-51;56-47;42-57;55-50;44-50;38-45,55-51,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,15,55-51,57-58;47-47;52-60;47-56;54-45;52-57,47-47,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,16,47-47,50-38;46-43;49-49;44-38;42-46;39-52,49-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,17,49-49,43-41;50-58;51-43;42-44;50-45;41-47,50-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,18,50-45,55-37;55-44;59-45;44-42;44-44;44-37,44-42,98,-1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,19,44-42,40-41;50-39;52-46;53-45;38-49;53-43,52-46,99,1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,20,52-46,61-44;44-40;51-46;44-44;52-49;58-38,51-46,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,21,51-46,48-37;44-39;60-42;48-54;54-40;57-42,48-54,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,22,48-54,43-47;49-46;51-60;41-61;52-50;48-49,48-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,23,48-49,44-44;57-47;51-43;51-58;55-52;58-49,51-43,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,24,51-43,42-43;51-44;54-47;46-45;50-37;54-40,46-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,25,46-45,50-39;41-53;40-42;45-48;42-53;42-39,45-48,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,26,45-48,36-44;48-46;43-47;43-52;43-44;38-48,48-46,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,27,48-46,56-51;55-42;54-42;51-43;48-49;55-46,56-51,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,28,56-51,51-43;52-48;57-57;63-48;47-47;65-53,51-43,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,29,51-43,57-47;49-47;54-46;48-37;45-39;52-42,49-47,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,30,49-47,46-50;41-51;55-41;53-47;42-41;52-55,46-50,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,31,46-50,52-45;42-57;53-44;53-54;47-57;48-44,52-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,32,52-45,49-49;43-48;54-41;46-51;46-42;59-40,49-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,33,49-49,44-49;42-56;55-49;48-47;51-40;43-49,44-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,34,44-49,39-51;35-52;45-42;52-43;37-43;39-42,45-42,98,-1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,35,45-42,36-40;49-42;49-37;48-46;43-38;46-33,48-46,99,1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,36,48-46,40-50;44-37;46-55;52-42;43-50;45-47,43-50,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,37,43-50,44-42;46-46;35-48;38-49;48-49;39-55,46-46,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,38,46-46,54-40;46-37;43-41;45-48;43-55;43-43,45-48,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,39,45-48,49-56;39-48;39-46;44-55;48-50;39-43,49-56,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,40,49-56,53-52;41-52;45-49;46-56;44-50;51-57,53-52,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,41,53-52,59-60;51-52;46-59;46-57;61-54;48-45,48-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,42,48-45,50-41;49-42;42-50;45-53;40-45;53-39,45-53,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,43,45-53,46-51;44-45;44-57;45-59;50-57;41-55,46-51,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,44,46-51,37-53;46-61;51-48;55-54;52-59;41-56,51-48,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,45,51-48,59-49;51-44;52-53;47-43;49-42;52-55,51-44,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,46,51-44,49-41;44-50;54-42;51-54;47-43;43-48,44-50,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,47,44-50,49-43;47-52;53-48;46-41;52-50;47-47,49-43,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,48,49-43,48-41;49-53;55-36;46-47;56-44;42-44,46-47,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,49,46-47,46-44;40-51;46-50;54-44;50-40;46-45,46-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,50,46-45,52-41;44-45;44-49;45-45;51-53;45-38,44-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,51,44-49,41-58;39-46;41-57;45-54;37-49;47-50,45-54,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,52,45-54,39-56;46-46;38-56;36-58;45-45;41-52,45-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,53,45-45,53-41;46-39;43-51;45-50;49-36;47-41,43-51,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,54,43-51,41-55;39-46;38-48;44-55;43-49;49-57,43-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,55,43-49,49-49;45-41;42-42;39-41;36-53;49-47,49-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,56,49-49,47-50;45-54;52-57;47-51;46-46;45-57,47-50,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,57,47-50,53-42;42-49;45-41;46-58;54-56;47-59,53-42,98,-1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,58,53-42,60-44;61-40;50-38;47-47;59-39;55-43,47-47,99,1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,59,47-47,42-43;57-47;46-55;42-46;52-43;49-46,46-55,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,60,46-55,48-56;46-46;45-58;53-51;42-60;51-61,48-56,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,61,48-56,46-52;49-55;50-47;57-60;43-59;52-60,46-52,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,62,46-52,43-60;47-47;39-52;48-54;52-59;41-53,47-47,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,63,47-47,40-50;41-46;52-54;44-49;41-44;46-38,44-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,64,44-49,53-45;45-41;52-54;52-53;50-47;50-46,53-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,65,53-45,45-43;58-40;47-51;53-38;49-42;57-48,47-51,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,66,47-51,50-56;54-49;52-58;38-48;40-44;54-45,50-56,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,67,50-56,52-57;43-61;49-51;43-49;51-51;45-55,43-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,68,43-49,43-59;51-46;46-48;48-47;52-47;45-53,45-53,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,69,45-53,39-61;48-62;42-57;38-54;37-55;46-55,46-55,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,70,46-55,47-52;53-53;37-57;52-62;51-55;43-58,47-52,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,71,47-52,41-50;50-47;44-55;42-44;50-53;43-53,50-47,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,72,50-47,48-55;43-47;52-45;53-52;44-53;53-45,48-55,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,73,48-55,41-49;54-55;44-60;52-48;47-55;49-60,47-55,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,74,47-55,43-62;55-52;46-58;45-60;46-60;47-45,47-45,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,75,47-45,48-49;39-42;50-42;41-38;50-54;42-42,48-49,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,76,48-49,45-40;48-51;42-48;50-57;49-56;47-41,48-51,99,0
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,77,48-51,41-48;41-53;40-49;41-46;50-50;51-43,50-50,100,1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,78,50-50,51-47;43-51;52-46;47-56;45-51;41-51,51-47,99,-1
optimal,random_robot_190,10,6,1,SimpleHill,0-0,0,79,51-47,44-43;48-50;44-54;55-45;43-46;59-52,48-50,99,0
