simulation_type,subj_id,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
random,random_robot_7,10,6,1,SimpleHill,0-0,0,0,0-0,5-8;2-0;0-3;8-1;3-9;1-8,3-9,22,22
random,random_robot_7,10,6,1,SimpleHill,0-0,0,1,3-9,11-5;12-11;2-11;10-8;4-10;2-7,12-11,40,18
random,random_robot_7,10,6,1,SimpleHill,0-0,0,2,12-11,9-17;17-17;11-14;19-14;6-6;8-8,19-14,54,14
random,random_robot_7,10,6,1,SimpleHill,0-0,0,3,19-14,21-14;15-14;22-8;18-18;28-16;13-20,18-18,59,5
random,random_robot_7,10,6,1,SimpleHill,0-0,0,4,18-18,15-12;19-17;23-10;27-14;20-19;19-19,20-19,62,3
random,random_robot_7,10,6,1,SimpleHill,0-0,0,5,20-19,11-22;16-16;29-21;18-18;27-26;23-23,16-16,53,-9
random,random_robot_7,10,6,1,SimpleHill,0-0,0,6,16-16,23-17;24-15;22-20;17-11;17-18;20-19,23-17,63,10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,7,23-17,25-13;31-12;29-14;21-16;20-22;30-16,31-12,63,0
random,random_robot_7,10,6,1,SimpleHill,0-0,0,8,31-12,33-10;26-16;35-6;34-3;32-12;24-8,35-6,56,-7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,9,35-6,34-2;34-13;34-7;26-7;26-8;32-3,34-7,57,1
random,random_robot_7,10,6,1,SimpleHill,0-0,0,10,34-7,35-0;41-7;33-13;28-4;35-16;43-10,35-0,45,-12
random,random_robot_7,10,6,1,SimpleHill,0-0,0,11,35-0,29-6;34-4;38-0;44-1;34-9;33-8,34-9,61,16
random,random_robot_7,10,6,1,SimpleHill,0-0,0,12,34-9,28-1;27-2;28-2;33-12;31-15;30-9,28-1,42,-19
random,random_robot_7,10,6,1,SimpleHill,0-0,0,13,28-1,21-7;22-5;36-6;29-9;30-5;19-0,30-5,51,9
random,random_robot_7,10,6,1,SimpleHill,0-0,0,14,30-5,24-1;26-13;34-11;25-7;28-11;24-4,24-1,38,-13
random,random_robot_7,10,6,1,SimpleHill,0-0,0,15,24-1,20-2;21-0;27-5;30-8;20-3;18-1,30-8,56,18
random,random_robot_7,10,6,1,SimpleHill,0-0,0,16,30-8,22-14;36-4;26-2;28-15;33-8;26-12,26-2,42,-14
random,random_robot_7,10,6,1,SimpleHill,0-0,0,17,26-2,24-9;31-4;27-5;22-4;22-5;31-8,22-4,42,0
random,random_robot_7,10,6,1,SimpleHill,0-0,0,18,22-4,19-2;22-4;17-12;18-1;19-11;18-12,19-11,50,8
random,random_robot_7,10,6,1,SimpleHill,0-0,0,19,19-11,22-11;10-14;12-12;26-17;15-11;26-8,15-11,45,-5
random,random_robot_7,10,6,1,SimpleHill,0-0,0,20,15-11,15-4;13-15;7-15;8-9;13-13;18-15,18-15,55,10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,21,18-15,27-13;25-11;8-15;21-20;17-19;27-19,27-13,62,7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,22,27-13,23-9;34-8;26-18;28-19;19-17;21-19,23-9,51,-11
random,random_robot_7,10,6,1,SimpleHill,0-0,0,23,23-9,29-9;14-10;18-8;23-15;24-4;27-7,27-7,52,1
random,random_robot_7,10,6,1,SimpleHill,0-0,0,24,27-7,20-10;22-13;30-1;29-7;20-4;20-9,20-10,50,-2
random,random_robot_7,10,6,1,SimpleHill,0-0,0,25,20-10,15-18;24-16;20-12;12-12;15-17;21-8,12-12,42,-8
random,random_robot_7,10,6,1,SimpleHill,0-0,0,26,12-12,4-13;12-13;18-13;11-12;8-6;12-17,12-17,49,7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,27,12-17,22-17;6-9;11-14;11-9;20-12;18-17,22-17,62,13
random,random_robot_7,10,6,1,SimpleHill,0-0,0,28,22-17,27-19;19-17;32-17;16-19;14-13;14-11,32-17,71,9
random,random_robot_7,10,6,1,SimpleHill,0-0,0,29,32-17,35-26;33-16;34-11;41-14;36-17;38-12,35-26,83,12
random,random_robot_7,10,6,1,SimpleHill,0-0,0,30,35-26,29-22;42-29;28-33;43-30;37-21;37-18,42-29,89,6
random,random_robot_7,10,6,1,SimpleHill,0-0,0,31,42-29,35-35;35-25;47-36;49-26;39-21;49-34,39-21,80,-9
random,random_robot_7,10,6,1,SimpleHill,0-0,0,32,39-21,36-20;41-19;32-18;46-25;47-23;40-12,41-19,79,-1
random,random_robot_7,10,6,1,SimpleHill,0-0,0,33,41-19,39-26;35-23;47-22;46-11;34-26;49-17,46-11,69,-10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,34,46-11,54-8;48-20;41-13;48-14;54-11;54-16,48-14,74,5
random,random_robot_7,10,6,1,SimpleHill,0-0,0,35,48-14,51-20;57-15;46-23;49-6;41-8;51-14,51-20,81,7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,36,51-20,43-21;55-11;57-23;57-15;59-23;49-24,57-15,74,-7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,37,57-15,51-17;53-20;49-21;48-19;57-16;53-16,51-17,78,4
random,random_robot_7,10,6,1,SimpleHill,0-0,0,38,51-17,54-25;56-24;57-18;55-21;43-22;49-21,56-24,85,7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,39,56-24,54-20;48-29;58-30;51-23;56-27;61-22,54-20,81,-4
random,random_robot_7,10,6,1,SimpleHill,0-0,0,40,54-20,46-15;51-26;59-12;56-21;52-23;47-18,46-15,75,-6
random,random_robot_7,10,6,1,SimpleHill,0-0,0,41,46-15,46-6;46-19;42-20;54-21;51-14;51-16,51-16,76,1
random,random_robot_7,10,6,1,SimpleHill,0-0,0,42,51-16,45-21;43-17;56-16;57-15;58-12;52-9,58-12,69,-7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,43,58-12,54-5;62-6;50-14;66-8;55-10;65-5,55-10,67,-2
random,random_robot_7,10,6,1,SimpleHill,0-0,0,44,55-10,51-9;60-15;60-7;50-8;46-9;48-6,46-9,66,-1
random,random_robot_7,10,6,1,SimpleHill,0-0,0,45,46-9,44-17;38-9;47-8;49-3;50-12;46-12,47-8,64,-2
random,random_robot_7,10,6,1,SimpleHill,0-0,0,46,47-8,46-11;52-4;41-9;51-0;51-11;42-15,52-4,57,-7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,47,52-4,60-0;50-7;58-6;60-10;49-12;57-11,60-10,66,9
random,random_robot_7,10,6,1,SimpleHill,0-0,0,48,60-10,65-8;67-12;58-14;54-13;59-15;60-3,65-8,60,-6
random,random_robot_7,10,6,1,SimpleHill,0-0,0,49,65-8,65-10;66-3;59-15;66-5;61-10;62-5,62-5,56,-4
random,random_robot_7,10,6,1,SimpleHill,0-0,0,50,62-5,60-10;63-0;59-9;65-2;57-1;68-8,57-1,51,-5
random,random_robot_7,10,6,1,SimpleHill,0-0,0,51,57-1,62-7;53-8;59-6;66-1;50-0;57-3,62-7,60,9
random,random_robot_7,10,6,1,SimpleHill,0-0,0,52,62-7,57-9;66-3;54-7;63-5;61-14;65-6,65-6,56,-4
random,random_robot_7,10,6,1,SimpleHill,0-0,0,53,65-6,62-12;61-9;63-6;63-7;70-0;61-13,70-0,42,-14
random,random_robot_7,10,6,1,SimpleHill,0-0,0,54,70-0,63-1;68-9;64-7;69-9;62-2;64-3,69-9,59,17
random,random_robot_7,10,6,1,SimpleHill,0-0,0,55,69-9,64-14;63-7;66-5;67-0;61-13;65-12,63-7,59,0
random,random_robot_7,10,6,1,SimpleHill,0-0,0,56,63-7,58-15;61-6;59-16;54-4;55-3;63-8,54-4,57,-2
random,random_robot_7,10,6,1,SimpleHill,0-0,0,57,54-4,54-4;63-4;53-3;56-13;48-9;62-6,56-13,71,14
random,random_robot_7,10,6,1,SimpleHill,0-0,0,58,56-13,63-20;61-7;64-12;59-7;49-6;63-15,59-7,61,-10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,59,59-7,53-0;50-6;59-17;59-0;61-10;61-12,50-6,61,0
random,random_robot_7,10,6,1,SimpleHill,0-0,0,60,50-6,58-11;52-8;45-8;43-13;46-2;58-6,43-13,71,10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,61,43-13,49-20;47-15;41-6;46-16;43-15;40-17,46-16,76,5
random,random_robot_7,10,6,1,SimpleHill,0-0,0,62,46-16,47-22;51-23;39-11;45-9;40-12;48-20,40-12,69,-7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,63,40-12,43-19;44-17;36-9;41-4;46-14;35-9,41-4,56,-13
random,random_robot_7,10,6,1,SimpleHill,0-0,0,64,41-4,37-5;48-0;45-3;32-6;38-11;40-7,48-0,49,-7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,65,48-0,51-9;48-9;50-8;44-8;53-3;46-0,44-8,64,15
random,random_robot_7,10,6,1,SimpleHill,0-0,0,66,44-8,47-14;43-12;42-14;53-11;47-16;41-7,43-12,70,6
random,random_robot_7,10,6,1,SimpleHill,0-0,0,67,43-12,36-17;45-18;41-11;37-7;37-19;41-13,41-13,71,1
random,random_robot_7,10,6,1,SimpleHill,0-0,0,68,41-13,43-15;46-14;39-19;37-4;44-18;42-9,46-14,73,2
random,random_robot_7,10,6,1,SimpleHill,0-0,0,69,46-14,39-12;39-17;50-11;40-22;41-8;39-7,39-7,60,-13
random,random_robot_7,10,6,1,SimpleHill,0-0,0,70,39-7,40-1;34-4;31-10;31-9;36-5;30-11,34-4,52,-8
random,random_robot_7,10,6,1,SimpleHill,0-0,0,71,34-4,29-3;37-4;37-7;41-0;34-7;31-7,37-7,59,7
random,random_robot_7,10,6,1,SimpleHill,0-0,0,72,37-7,36-3;41-11;32-2;36-16;44-12;36-12,36-16,72,13
random,random_robot_7,10,6,1,SimpleHill,0-0,0,73,36-16,31-20;42-13;44-21;36-14;32-15;36-18,44-21,82,10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,74,44-21,38-13;38-20;45-13;43-13;50-28;48-26,45-13,72,-10
random,random_robot_7,10,6,1,SimpleHill,0-0,0,75,45-13,41-18;44-9;52-15;37-19;52-11;48-10,48-10,67,-5
random,random_robot_7,10,6,1,SimpleHill,0-0,0,76,48-10,51-5;50-12;39-11;48-1;39-10;40-12,48-1,51,-16
random,random_robot_7,10,6,1,SimpleHill,0-0,0,77,48-1,48-8;54-5;45-9;49-8;41-8;56-6,49-8,64,13
random,random_robot_7,10,6,1,SimpleHill,0-0,0,78,49-8,47-11;46-7;45-15;52-14;47-13;50-13,45-15,75,11
random,random_robot_7,10,6,1,SimpleHill,0-0,0,79,45-15,51-13;44-14;50-14;46-9;51-16;47-16,51-13,72,-3
