simulation_type,subj_id,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
random,random_robot_162,10,6,1,SimpleHill,0-0,0,0,0-0,2-8;3-9;2-0;4-3;5-0;8-2,4-3,13,13
random,random_robot_162,10,6,1,SimpleHill,0-0,0,1,4-3,9-3;6-5;13-2;12-6;9-5;7-5,12-6,32,19
random,random_robot_162,10,6,1,SimpleHill,0-0,0,2,12-6,5-2;9-13;21-2;16-5;12-6;5-0,21-2,37,5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,3,21-2,15-9;29-8;22-6;19-11;24-10;24-3,29-8,55,18
random,random_robot_162,10,6,1,SimpleHill,0-0,0,4,29-8,29-15;32-2;27-17;22-6;21-11;28-3,27-17,67,12
random,random_robot_162,10,6,1,SimpleHill,0-0,0,5,27-17,28-26;27-9;30-23;31-8;33-25;23-23,30-23,77,10
random,random_robot_162,10,6,1,SimpleHill,0-0,0,6,30-23,22-25;30-32;26-23;25-17;38-22;31-30,31-30,84,7
random,random_robot_162,10,6,1,SimpleHill,0-0,0,7,31-30,37-23;34-32;27-30;36-22;33-26;35-35,35-35,91,7
random,random_robot_162,10,6,1,SimpleHill,0-0,0,8,35-35,41-30;31-40;33-37;29-36;41-36;34-38,29-36,87,-4
random,random_robot_162,10,6,1,SimpleHill,0-0,0,9,29-36,30-41;36-42;29-41;28-36;27-38;26-39,36-42,94,7
random,random_robot_162,10,6,1,SimpleHill,0-0,0,10,36-42,27-44;34-48;34-35;32-49;28-45;43-48,28-45,89,-5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,11,28-45,19-44;27-41;26-44;31-36;20-47;22-45,22-45,83,-6
random,random_robot_162,10,6,1,SimpleHill,0-0,0,12,22-45,23-39;29-52;21-37;19-37;20-51;15-44,23-39,83,0
random,random_robot_162,10,6,1,SimpleHill,0-0,0,13,23-39,21-35;22-32;19-41;29-47;15-38;19-39,29-47,91,8
random,random_robot_162,10,6,1,SimpleHill,0-0,0,14,29-47,22-49;20-50;30-44;25-39;33-47;29-46,33-47,94,3
random,random_robot_162,10,6,1,SimpleHill,0-0,0,15,33-47,35-43;43-47;34-43;36-50;38-49;28-48,35-43,94,0
random,random_robot_162,10,6,1,SimpleHill,0-0,0,16,35-43,35-44;34-40;40-36;29-40;38-35;33-34,38-35,92,-2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,17,38-35,31-32;32-30;45-39;39-36;35-37;44-33,45-39,97,5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,18,45-39,45-29;47-41;44-48;47-30;48-38;50-44,44-48,99,2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,19,44-48,37-52;50-44;47-48;37-46;47-43;42-42,37-46,96,-3
random,random_robot_162,10,6,1,SimpleHill,0-0,0,20,37-46,39-44;31-48;44-43;32-46;43-46;34-55,34-55,94,-2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,21,34-55,40-50;28-50;25-55;43-53;42-52;35-50,28-50,90,-4
random,random_robot_162,10,6,1,SimpleHill,0-0,0,22,28-50,36-54;24-56;32-43;20-56;21-43;24-59,32-43,92,2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,23,32-43,24-44;39-40;32-53;33-34;26-51;38-35,32-53,93,1
random,random_robot_162,10,6,1,SimpleHill,0-0,0,24,32-53,26-46;23-52;32-45;30-57;30-51;41-49,30-57,91,-2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,25,30-57,30-61;26-51;32-57;28-60;24-55;36-60,24-55,85,-6
random,random_robot_162,10,6,1,SimpleHill,0-0,0,26,24-55,20-49;33-55;32-55;27-60;20-58;21-51,33-55,93,8
random,random_robot_162,10,6,1,SimpleHill,0-0,0,27,33-55,41-58;25-51;34-54;38-58;30-56;37-51,25-51,87,-6
random,random_robot_162,10,6,1,SimpleHill,0-0,0,28,25-51,26-43;27-51;21-51;34-51;23-48;19-48,27-51,89,2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,29,27-51,25-45;25-52;30-60;30-43;30-49;23-54,30-60,90,1
random,random_robot_162,10,6,1,SimpleHill,0-0,0,30,30-60,23-53;28-56;26-64;33-62;30-63;24-59,23-53,85,-5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,31,23-53,31-57;20-50;29-56;18-51;26-54;30-53,26-54,88,3
random,random_robot_162,10,6,1,SimpleHill,0-0,0,32,26-54,27-45;30-49;28-58;26-62;29-50;32-54,30-49,91,3
random,random_robot_162,10,6,1,SimpleHill,0-0,0,33,30-49,31-53;31-55;32-53;37-54;21-46;27-53,31-55,92,1
random,random_robot_162,10,6,1,SimpleHill,0-0,0,34,31-55,33-56;25-61;29-50;25-58;34-54;32-52,32-52,93,1
random,random_robot_162,10,6,1,SimpleHill,0-0,0,35,32-52,25-49;24-57;39-57;29-47;24-46;29-45,29-47,91,-2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,36,29-47,31-51;24-46;27-39;30-49;24-51;28-52,27-39,87,-4
random,random_robot_162,10,6,1,SimpleHill,0-0,0,37,27-39,32-47;20-41;22-36;33-45;23-44;31-33,22-36,80,-7
random,random_robot_162,10,6,1,SimpleHill,0-0,0,38,22-36,28-44;14-34;25-30;16-33;18-34;31-32,28-44,89,9
random,random_robot_162,10,6,1,SimpleHill,0-0,0,39,28-44,32-42;30-50;31-53;25-41;26-41;25-37,26-41,86,-3
random,random_robot_162,10,6,1,SimpleHill,0-0,0,40,26-41,17-40;20-35;32-34;34-36;28-35;20-40,32-34,88,2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,41,32-34,38-37;31-42;32-34;34-35;39-27;28-43,39-27,87,-1
random,random_robot_162,10,6,1,SimpleHill,0-0,0,42,39-27,34-30;39-35;39-18;40-36;45-35;37-34,39-18,77,-10
random,random_robot_162,10,6,1,SimpleHill,0-0,0,43,39-18,33-25;39-11;44-25;32-19;40-12;37-23,37-23,82,5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,44,37-23,40-15;38-19;40-31;45-25;37-29;32-30,37-29,87,5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,45,37-29,36-31;46-30;31-29;39-28;35-35;35-22,31-29,83,-4
random,random_robot_162,10,6,1,SimpleHill,0-0,0,46,31-29,31-33;35-37;25-22;37-26;25-28;34-20,25-28,77,-6
random,random_robot_162,10,6,1,SimpleHill,0-0,0,47,25-28,28-27;27-23;34-30;28-24;27-31;28-31,27-31,82,5
random,random_robot_162,10,6,1,SimpleHill,0-0,0,48,27-31,20-28;24-23;26-36;29-27;19-31;30-30,20-28,72,-10
random,random_robot_162,10,6,1,SimpleHill,0-0,0,49,20-28,16-36;12-31;22-36;17-32;23-21;18-23,23-21,68,-4
random,random_robot_162,10,6,1,SimpleHill,0-0,0,50,23-21,30-24;24-18;29-14;14-22;18-17;22-18,18-17,57,-11
random,random_robot_162,10,6,1,SimpleHill,0-0,0,51,18-17,27-19;9-21;12-16;25-20;11-10;21-18,12-16,48,-9
random,random_robot_162,10,6,1,SimpleHill,0-0,0,52,12-16,20-17;10-19;16-16;10-18;6-14;12-9,20-17,60,12
random,random_robot_162,10,6,1,SimpleHill,0-0,0,53,20-17,17-17;14-20;29-13;15-10;21-15;20-21,21-15,58,-2
random,random_robot_162,10,6,1,SimpleHill,0-0,0,54,21-15,18-7;21-14;29-18;18-22;26-7;12-15,18-22,63,5
