simulation_type,subj_id,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,score,delta
random,random_robot_9,10,6,1,SimpleHill,0-0,0,0,0-0,2-2;2-9;3-2;3-1;5-2;2-8,2-9,20,20
random,random_robot_9,10,6,1,SimpleHill,0-0,0,1,2-9,8-2;3-12;1-15;0-1;3-17;4-12,3-17,34,14
random,random_robot_9,10,6,1,SimpleHill,0-0,0,2,3-17,8-10;3-11;1-15;0-26;1-16;0-21,0-26,38,4
random,random_robot_9,10,6,1,SimpleHill,0-0,0,3,0-26,9-27;1-21;0-33;3-33;4-32;7-26,9-27,55,17
random,random_robot_9,10,6,1,SimpleHill,0-0,0,4,9-27,8-25;6-34;6-25;18-30;6-35;4-25,18-30,71,16
random,random_robot_9,10,6,1,SimpleHill,0-0,0,5,18-30,25-29;26-31;12-31;26-34;10-29;20-33,26-34,83,12
random,random_robot_9,10,6,1,SimpleHill,0-0,0,6,26-34,25-29;22-29;23-30;27-42;34-37;25-42,34-37,91,8
random,random_robot_9,10,6,1,SimpleHill,0-0,0,7,34-37,38-29;32-45;42-34;33-37;41-32;34-32,32-45,93,2
random,random_robot_9,10,6,1,SimpleHill,0-0,0,8,32-45,39-41;30-50;35-43;40-41;40-43;26-49,40-43,97,4
random,random_robot_9,10,6,1,SimpleHill,0-0,0,9,40-43,31-39;41-52;38-43;39-46;38-42;32-40,41-52,98,1
random,random_robot_9,10,6,1,SimpleHill,0-0,0,10,41-52,37-52;32-49;40-48;38-55;42-54;45-55,45-55,99,1
random,random_robot_9,10,6,1,SimpleHill,0-0,0,11,45-55,45-52;45-51;53-61;36-59;49-49;41-47,45-52,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,12,45-52,48-45;39-54;52-57;41-60;39-48;41-59,48-45,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,13,48-45,52-37;40-40;51-53;46-49;45-51;46-42,45-51,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,14,45-51,41-59;49-42;49-55;38-48;48-58;42-58,49-55,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,15,49-55,48-59;52-51;47-50;49-47;50-64;57-53,47-50,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,16,47-50,40-47;42-57;46-59;39-53;47-55;54-55,47-55,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,17,47-55,42-57;40-62;54-48;55-57;50-58;50-63,54-48,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,18,54-48,55-40;49-50;56-56;51-39;57-46;46-46,46-46,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,19,46-46,40-42;39-51;47-38;46-49;52-38;53-43,46-49,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,20,46-49,53-49;52-45;50-55;43-55;55-53;47-43,53-49,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,21,53-49,56-55;52-54;58-54;58-55;59-56;51-47,51-47,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,22,51-47,49-44;49-41;46-42;57-43;60-49;43-43,49-44,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,23,49-44,47-39;44-37;41-44;58-48;48-51;53-42,48-51,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,24,48-51,46-58;51-60;50-57;43-58;51-49;43-45,50-57,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,25,50-57,51-48;59-60;53-58;52-54;54-48;43-57,51-48,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,26,51-48,45-49;48-56;46-56;43-48;49-51;56-54,45-49,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,27,45-49,50-54;45-39;52-52;45-59;51-49;49-52,50-54,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,28,50-54,59-55;44-52;48-52;53-46;42-60;60-54,44-52,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,29,44-52,36-50;45-46;37-52;52-56;44-47;37-48,44-47,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,30,44-47,45-51;45-52;52-49;42-50;38-47;47-41,45-51,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,31,45-51,47-46;42-57;42-60;48-46;45-59;37-49,47-46,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,32,47-46,41-48;48-38;45-40;55-45;55-46;44-55,55-45,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,33,55-45,63-49;47-42;46-46;56-37;61-50;56-39,46-46,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,34,46-46,45-47;49-55;47-39;39-51;52-44;52-54,45-47,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,35,45-47,43-38;49-43;39-53;43-47;49-55;49-40,49-43,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,36,49-43,53-47;48-52;57-37;57-49;43-48;46-46,53-47,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,37,53-47,57-43;58-45;57-51;46-42;56-54;57-52,57-51,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,38,57-51,54-48;60-60;49-46;66-48;56-43;53-54,54-48,99,0
random,random_robot_9,10,6,1,SimpleHill,0-0,0,39,54-48,53-46;58-48;61-46;49-46;55-39;47-53,53-46,99,0
