subj_id,date,computer,experimenter,version,generation,inherit_from,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,rt,score,delta,exp_time,landscape_ix
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,42,23-55,29-57;16-61;25-47;23-49;23-54;20-46,23-54,0.23,86,1,1402.154414,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,43,23-54,19-48;24-58;26-51;17-47;25-59;17-52,24-58,0.24,86,0,1406.451627,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,44,24-58,28-61;19-55;29-63;23-56;24-55;17-59,29-63,0.25,88,2,1410.765633,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,45,29-63,29-67;36-61;32-70;31-58;29-68;32-69,31-58,0.28,92,4,1415.1216029999998,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,46,31-58,35-51;25-61;33-60;32-67;35-52;29-50,35-51,0.36,96,4,1419.557443,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,47,35-51,41-53;35-55;32-44;29-56;34-44;41-59,41-59,0.23,97,1,1423.871425,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,48,41-59,40-58;41-65;33-62;42-51;43-60;49-57,33-62,0.24,92,-5,1428.1840730000001,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,49,33-62,27-62;37-54;38-66;36-59;24-63;34-65,36-59,0.23,95,3,1432.472836,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,50,36-59,44-62;43-53;43-63;30-51;40-51;27-59,43-53,0.23,99,4,1436.7719849999999,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,51,43-53,40-47;50-56;49-51;46-48;39-44;34-50,39-44,0.23,97,-2,1441.07744,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,52,39-44,41-38;36-40;39-35;32-42;41-37;31-50,39-35,0.22,94,-3,1445.360539,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,53,39-35,33-32;31-30;42-31;37-37;38-29;40-43,37-37,0.27,94,0,1449.707014,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,54,37-37,39-42;42-34;38-40;40-43;35-30;41-40,41-40,0.27,97,3,1454.032984,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,55,41-40,47-32;49-35;44-43;36-35;36-32;38-46,36-32,0.26,90,-7,1458.360984,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,56,36-32,42-39;37-29;45-36;27-32;29-39;41-26,42-39,0.45,97,7,1462.884201,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,57,42-39,46-30;42-37;44-39;47-46;38-47;43-41,42-37,0.28,96,-1,1467.2125859999999,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,58,42-37,44-45;48-30;42-44;41-39;34-31;38-39,42-44,0.28,99,3,1471.563048,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,59,42-44,41-49;48-52;49-46;37-45;36-36;47-45,37-45,0.42,97,-2,1476.0467429999999,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,60,37-45,27-45;43-50;43-40;40-52;39-54;44-51,43-40,0.39,98,1,1480.484866,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,61,43-40,46-49;40-47;41-48;44-45;44-42;38-43,44-42,0.24,99,1,1484.796592,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,62,44-42,46-40;49-39;37-44;51-38;44-41;46-39,49-39,0.25,98,-1,1489.111025,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,63,49-39,51-39;42-43;43-37;44-40;50-40;58-42,43-37,0.56,96,-2,1493.727259,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,64,43-37,46-42;50-35;48-41;44-39;39-28;37-31,44-39,0.29,97,1,1498.084818,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,65,44-39,42-38;47-30;40-38;47-37;50-46;40-45,40-45,0.35,98,1,1502.5163730000002,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,66,40-45,36-53;35-48;36-44;37-42;44-42;42-49,44-42,0.42,99,1,1507.0078369999999,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,67,44-42,43-43;37-39;53-41;53-40;42-39;45-34,37-39,0.21,95,-4,1511.29425,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,68,37-39,40-37;35-43;40-36;45-39;39-45;29-34,40-36,0.25,95,0,1515.616028,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,69,40-36,39-34;33-32;40-43;43-38;39-33;31-39,43-38,0.37,97,2,1520.0299730000002,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,70,43-38,45-34;51-37;42-31;34-34;36-31;48-30,42-31,0.27,92,-5,1524.374955,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,71,42-31,46-32;41-40;42-41;36-23;33-31;39-23,36-23,0.31,82,-10,1528.7634050000001,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,72,36-23,29-29;36-23;45-21;42-18;34-17;39-25,36-23,0.42,82,0,1533.251311,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,73,36-23,43-20;44-21;35-20;33-24;40-21;35-15,40-21,0.33,82,0,1537.642888,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,74,40-21,46-13;44-21;46-14;33-15;42-30;38-13,46-14,0.47,74,-8,1542.2520769999999,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,75,46-14,39-17;46-6;50-15;48-12;43-9;43-21,48-12,0.39,72,-2,1546.702443,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,76,48-12,42-12;54-9;52-11;44-3;42-15;51-9,54-9,0.34,67,-5,1551.104272,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,77,54-9,47-9;49-12;61-13;50-9;53-9;49-9,49-9,0.81,67,0,1555.9682300000002,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,78,49-9,50-13;49-8;42-14;53-8;52-16;46-5,42-14,0.68,73,6,1560.701584,1
GEMS277,2018_Nov_09_2118,Kramer,SR,1.3,2,GEMS218,10,6,2,SimpleHill,0-0,1,79,42-14,41-21;49-12;37-9;49-11;47-14;39-7,49-11,0.24,70,-3,1565.012666,1
