subj_id,date,computer,experimenter,instructions,sight_radius,n_gabors,landscape_ix,landscape_name,starting_pos,starting_score,trial,feedback,pos,stims,selected,rt,score,delta,total
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,0,training,5-5,2-10;4-1;4-7;10-1;0-7;10-4,4-1,0.54,8,-2,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,1,training,4-1,9-4;10-5;7-4;6-2;6-3;2-5,2-5,0.32,1,-7,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,2,training,2-5,3-8;9-3;3-7;1-1;1-5;6-3,1-1,0.34,2,1,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,3,training,1-1,1-8;1-0;8-3;6-2;6-6;7-4,1-0,0.04,0,-2,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,4,training,1-0,2-5;6-4;8-3;3-5;0-3;1-6,3-5,0.34,5,5,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,5,training,3-5,5-6;7-3;6-5;9-2;9-0;9-3,7-3,0.72,11,6,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,6,training,7-3,6-4;8-7;7-5;8-5;2-2;2-6,2-6,4.28,3,-8,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,7,training,2-6,4-11;1-11;5-12;3-3;8-5;9-4,9-4,1.11,16,13,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,8,training,9-4,3-7;15-7;16-5;5-0;8-3;6-6,6-6,0.21,10,-6,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,9,training,6-6,13-6;0-11;6-5;6-11;11-2;13-4,6-5,0.07,10,0,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,10,training,6-5,9-9;3-1;1-2;5-10;0-7;10-6,10-6,0.36,17,7,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,11,training,10-6,4-9;12-5;11-4;4-7;11-0;2-6,2-6,0.5,3,-14,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,12,training,2-6,1-11;1-9;4-4;3-12;8-7;7-5,1-9,0.0,2,-1,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,13,training,1-9,7-9;0-11;0-2;2-3;4-16;8-8,4-16,0.34,7,5,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,14,training,4-16,10-17;10-18;5-17;5-15;1-17;9-16,10-17,0.21,17,10,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,15,training,10-17,7-12;9-22;6-22;8-14;13-19;10-15,7-12,0.04,11,-6,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,16,training,7-12,12-8;1-7;7-7;3-9;6-9;11-16,1-7,0.84,1,-10,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,17,training,1-7,7-11;4-3;2-3;6-13;2-14;0-12,0-12,0.41,0,-1,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,18,training,0-12,3-12;6-13;0-8;0-19;7-13;3-14,0-19,0.03,1,1,
GEMS100a,2018_Feb_22_1110,Jerry,PME,orientation,8,6,0,OrientationBias,5-5,10,19,training,0-19,5-20;1-24;1-21;0-13;0-26;4-19,1-24,0.68,-1,-2,
