subj_id,date,computer,experimenter,instructions,sight_radius,n_gabors,landscape_ix,landscape_name,starting_pos,starting_score,trial,feedback,pos,stims,selected,rt,score,delta,total
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,0,training,5-5,2-10;4-1;4-7;10-1;0-7;10-4,4-7,3.84,14,4,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,1,training,4-7,8-5;8-2;0-9;9-3;7-2;1-11,1-11,1.62,18,4,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,2,training,1-11,4-9;7-15;2-16;5-9;7-13;7-12,7-13,0.75,23,5,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,3,training,7-13,9-10;6-7;4-20;8-20;10-8;5-15,8-20,0.38,31,8,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,4,training,8-20,6-19;10-22;2-19;12-17;13-21;1-18,2-19,0.39,28,-3,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,5,training,2-19,5-21;4-26;8-18;2-27;0-16;7-18,4-26,1.36,37,9,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,6,training,4-26,8-31;0-24;4-26;11-24;9-25;10-25,11-24,2.14,35,-2,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,7,training,11-24,12-30;5-23;18-27;15-23;7-26;19-24,19-24,0.55,35,0,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,8,training,19-24,21-31;18-26;14-21;17-26;19-18;23-20,19-18,2.37,29,-6,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,9,training,19-18,18-18;22-23;13-17;22-13;20-19;19-17,19-17,0.78,26,-3,
GEMS103a,2018_Feb_22_1110,George,pierce,spatial_frequency,8,6,0,SpatialFrequencyBias,5-5,10,10,training,19-17,17-13;21-17;18-21;25-22;25-19;15-19,17-13,1.75,23,-3,
