subj_id,date,computer,experimenter,version,generation,inherit_from,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,rt,score,delta,exp_time,landscape_ix
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,0,0-0,8-5;0-3;8-4;7-0;10-0;1-8,8-4,3.56,22,22,51.0603164635,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,1,8-4,7-3;8-10;0-2;8-4;12-0;14-0,0-2,2.64,3,-19,57.8225133791,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,2,0-2,6-10;3-11;1-11;3-2;4-1;3-7,4-1,4.66,9,6,66.5453541817,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,3,4-1,3-7;3-10;1-6;4-6;6-0;12-1,6-0,3.49,11,2,74.1138168599,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,4,6-0,10-1;9-1;5-7;4-9;11-8;14-5,11-8,1.93,34,23,80.1122365592,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,5,11-8,10-13;7-16;8-3;6-13;14-4;15-15,7-16,4.4,39,5,88.5803951168,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,6,7-16,5-24;5-12;12-24;7-9;6-25;9-8,12-24,4.2,57,18,96.8593913298,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,7,12-24,17-27;16-27;14-20;13-30;4-28;16-30,16-30,3.56,68,11,104.48404895,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,8,16-30,24-36;13-24;11-35;13-27;14-28;11-24,24-36,4.68,82,14,113.226530678,1
GEMS118,2018_Oct_01_0956,Kramer,VC,1.2,1,,10,6,1,SimpleHill,0-0,0,9,24-36,25-31;21-38;27-35;28-30;24-37;31-37,31-37,3.3,89,7,120.596627369,1
