subj_id,date,computer,experimenter,version,generation,inherit_from,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,rt,score,delta,exp_time,landscape_ix
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,40,32-44,32-54;31-39;32-42;34-35;27-46;35-52,27-46,5.54,90,-3,1877.007083,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,41,27-46,33-46;21-51;24-41;31-40;35-51;33-40,35-51,3.24,96,6,1884.323083,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,42,35-51,41-51;40-47;32-59;34-46;38-51;38-58,38-58,4.22,96,0,1892.584462,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,43,38-58,38-51;43-61;46-58;47-57;30-59;29-62,38-51,4.12,98,2,1900.788305,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,44,38-51,44-57;40-45;32-56;33-53;42-48;40-42,40-45,2.82,98,0,1907.694428,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,45,40-45,38-54;34-53;44-36;38-49;47-47;41-43,34-53,2.58,95,-3,1914.34102,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,46,34-53,26-56;30-44;25-57;29-50;30-53;27-53,27-53,3.35,90,-5,1921.766259,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,47,27-53,23-55;31-47;25-51;22-55;32-51;21-51,25-51,10.73,88,-2,1936.569425,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,48,25-51,30-57;33-52;29-58;33-51;27-48;18-51,18-51,7.56,80,-8,1948.203659,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,49,18-51,19-43;24-49;23-49;25-46;23-54;16-57,25-46,1.19,88,8,1953.453369,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,50,25-46,19-47;24-50;26-46;29-40;19-48;31-48,26-46,2.16,89,1,1959.682759,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,51,26-46,17-50;20-38;17-44;25-37;30-37;17-48,17-44,3.29,78,-11,1967.049121,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,52,17-44,21-44;21-47;24-47;18-43;26-47;10-43,26-47,4.78,89,11,1975.911173,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,53,26-47,18-45;23-54;21-51;23-47;20-52;26-45,26-45,8.45,88,-1,1988.434239,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,54,26-45,29-47;22-39;27-53;28-51;20-40;35-49,29-47,2.49,92,4,1994.9924260000007,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,55,29-47,32-45;28-51;30-50;30-52;36-48;23-53,30-52,2.34,92,0,2001.410101,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,56,30-52,35-48;27-50;33-47;34-46;22-48;23-58,33-47,4.72,95,3,2010.212163,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,57,33-47,29-55;31-53;40-51;35-45;26-40;39-50,31-53,3.49,93,-2,2017.770683,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,58,31-53,38-56;27-53;30-44;23-54;23-52;25-58,30-44,2.13,92,-1,2023.976953,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,59,30-44,34-49;36-49;26-35;38-47;28-39;24-49,28-39,4.33,88,-4,2032.38875,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,60,28-39,24-37;19-39;35-44;31-36;24-32;31-41,31-36,2.99,89,1,2039.419204,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,61,31-36,22-34;40-33;24-38;26-42;38-39;29-44,22-34,1.8,80,-9,2045.301515,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,62,22-34,27-29;14-32;29-27;16-33;25-34;26-33,26-33,2.69,83,3,2052.051278,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,63,26-33,28-24;25-32;20-35;23-27;19-35;32-39,23-27,2.7,75,-8,2058.817019,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,64,23-27,18-34;21-25;20-24;18-20;19-22;22-25,22-25,1.91,72,-3,2064.804497,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,65,22-25,21-16;29-21;16-27;14-29;28-31;15-23,16-27,11.09,67,-5,2079.969091,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,66,16-27,8-21;11-27;9-30;18-19;12-26;18-35,21-Aug,2.29,48,-19,2086.335234,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,67,21-Aug,13-25;3-24;17-24;12-22;1-15;0-25,15-Jan,2.65,28,-20,2093.044265,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,68,15-Jan,7-11;1-10;8-20;8-10;1-14;4-16,20-Aug,3.4,47,19,2100.516435,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,69,20-Aug,14-25;10-17;11-14;10-19;2-12;17-23,14-25,3.31,62,15,2107.90227,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,70,14-25,10-32;18-26;11-34;18-31;13-34;15-32,18-26,1.46,69,7,2113.440811,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,71,18-26,14-29;14-26;11-22;13-21;25-33;12-19,22-Nov,5.88,54,-15,2123.394304,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,72,22-Nov,5-29;2-19;7-29;8-21;2-18;13-13,29-Jul,1.29,55,1,2128.751053,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,73,29-Jul,16-26;7-39;5-27;12-33;8-35;4-24,16-26,2.26,66,11,2135.100953,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,74,16-26,8-32;20-30;21-29;18-18;13-17;12-17,13-17,2.11,51,-15,2141.277681,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,75,13-17,22-13;14-15;15-18;6-23;11-20;7-15,22-13,2.73,57,6,2148.0878390000007,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,76,22-13,26-15;21-4;15-17;22-12;20-4;30-12,26-15,2.87,64,7,2155.1635300000007,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,77,26-15,31-18;29-6;32-8;20-17;33-15;21-15,20-17,1.79,61,-3,2161.015525,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,78,20-17,23-20;13-23;27-11;13-17;16-8;14-9,23-20,4.56,68,7,2169.635893,1
GEMS253,2018_Oct_31_1732,Kramer,AG,1.3,2,GEMS229,10,6,2,SimpleHill,0-0,1,79,23-20,22-15;24-24;23-13;31-14;19-24;17-23,24-24,1.52,73,5,2175.22235,1
