subj_id,date,computer,experimenter,instructions,sight_radius,n_gabors,start_pos_list_ix,start_pos_list,landscape_ix,landscape_name,starting_pos,starting_score,trial,feedback,pos,stims,selected,rt,score,delta,exp_time
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,17,training,25-38,25-46;18-37;19-36;22-35;23-31;28-40,19-36,2.6,92,-2,224.420108998
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,18,training,19-36,21-29;20-33;17-41;19-38;13-37;19-28,20-33,3.0,88,-4,230.229042404
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,19,training,20-33,18-26;27-30;26-35;22-31;23-33;19-39,19-39,3.3,95,7,236.611843626
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,20,training,19-39,26-37;16-38;22-45;14-38;22-44;20-35,16-38,3.81,94,-1,243.261421711
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,21,training,16-38,12-39;11-40;13-37;16-39;20-38;9-41,20-38,3.94,94,0,251.316458788
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,22,training,20-38,23-44;17-34;20-41;15-32;20-31;13-38,23-44,1.78,98,4,257.52263696299997
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,23,training,23-44,28-38;29-49;24-42;21-38;28-44;24-40,24-42,2.85,97,-1,263.338932823
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,24,training,24-42,24-47;21-42;27-44;29-44;24-46;21-47,21-47,3.54,99,2,269.96877046599997
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,25,training,21-47,28-44;19-41;25-41;20-43;18-54;28-49,25-41,2.93,96,-3,276.137014123
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,26,training,25-41,32-40;30-35;19-46;31-46;31-40;24-46,19-46,6.0,99,3,285.127677016
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,27,training,19-46,16-50;16-51;27-46;23-52;23-40;20-45,20-45,3.34,99,0,291.510722149
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,28,training,20-45,16-47;15-39;24-42;18-38;26-43;21-52,26-43,7.58,98,-1,303.118968891
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,0,SpatialFrequencyBias,0-0,0,29,training,26-43,23-38;31-39;30-47;28-45;26-35;31-43,30-47,6.9,99,1,312.812198353
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,0,selected,0-0,1-5;5-5;1-4;3-4;5-4;4-3,4-3,8.85,13,13,335.636627131
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,1,selected,4-3,0-0;7-0;2-1;3-9;2-7;4-1,2-1,6.09,5,-8,345.269921776
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,2,selected,2-1,1-3;6-0;1-1;7-0;2-7;4-1,2-7,1.9,16,11,350.73159098300005
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,3,selected,2-7,6-10;7-6;7-4;2-10;3-4;5-9,7-6,7.73,24,8,362.02600626
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,4,selected,7-6,5-12;6-12;8-7;1-8;2-5;10-13,8-7,5.2,27,3,370.789092454
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,5,selected,8-7,4-9;12-9;8-5;12-6;9-3;4-4,12-9,4.23,37,10,378.576403911
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,6,selected,12-9,15-7;12-10;17-11;19-11;13-4;12-6,12-6,4.52,32,-5,386.670752224
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,7,selected,12-6,11-0;10-10;7-3;15-3;11-9;10-13,7-3,4.28,18,-14,394.502602995
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,8,selected,7-3,2-5;6-3;7-11;11-5;0-2;0-1,11-5,1.0,29,11,399.06153336
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,9,selected,11-5,5-3;6-7;14-0;18-7;14-5;11-9,6-7,0.89,24,-5,403.505550729
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,10,selected,6-7,10-3;1-12;13-10;9-13;5-2;9-9,9-9,2.91,32,8,409.99406580000004
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,11,selected,9-9,11-5;2-10;11-7;4-7;11-16;5-13,11-5,3.32,29,-3,416.861032991
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,12,selected,11-5,14-6;12-6;16-2;9-10;12-1;7-2,12-6,4.94,32,3,425.369849307
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,13,selected,12-6,15-2;6-9;12-14;14-4;18-11;9-1,12-14,2.21,45,13,431.158705212
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,14,selected,12-14,6-9;18-19;12-12;10-15;13-10;8-13,8-13,3.58,37,-8,438.314934506
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,15,selected,8-13,1-11;10-10;10-18;5-16;13-10;4-18,4-18,4.21,37,0,446.09326319900003
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,16,selected,4-18,0-12;3-12;2-19;5-14;8-16;5-17,2-19,3.93,34,-3,453.60344151
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,17,selected,2-19,3-19;2-12;7-16;8-14;2-18;7-25,3-19,1.4,36,2,458.564118749
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,18,selected,3-19,7-24;7-16;1-26;5-14;5-23;9-21,5-23,0.91,44,8,463.04688591300004
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,19,selected,5-23,3-16;7-28;0-29;8-22;10-17;7-25,7-25,0.89,50,6,467.505073791
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,20,selected,7-25,1-22;8-18;13-20;5-31;11-24;8-24,8-18,1.24,44,-6,472.32691237800003
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,21,selected,8-18,7-19;1-18;5-19;13-14;15-19;4-24,4-24,1.5,44,0,477.385259534
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,22,selected,4-24,8-20;10-24;1-17;5-23;6-24;1-21,5-23,1.39,44,0,482.334802026
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,23,selected,5-23,11-21;9-17;9-25;4-30;2-21;10-20,2-21,1.34,37,-7,487.255156855
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,24,selected,2-21,4-25;9-22;4-18;2-21;7-26;9-19,4-25,0.71,45,8,491.545275846
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,25,selected,4-25,10-22;6-27;7-19;3-31;5-29;7-18,10-22,1.69,52,7,496.811827685
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,26,selected,10-22,11-24;5-28;14-17;12-15;14-18;9-28,5-28,1.14,49,-3,501.49299156800004
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,27,selected,5-28,3-34;5-25;7-34;11-25;1-25;6-34,7-34,1.66,57,8,506.715469829
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,28,selected,7-34,14-36;11-38;5-31;10-36;5-32;6-35,6-35,0.88,56,-1,511.158977291
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,29,selected,6-35,4-31;5-34;13-38;5-32;8-35;2-40,13-38,0.58,69,13,515.306593528
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,30,selected,13-38,10-31;12-41;18-43;7-35;14-44;15-34,14-44,0.69,73,4,519.553778151
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,31,selected,14-44,16-37;10-49;18-49;21-42;13-45;20-42,18-49,0.44,79,6,523.5614955890001
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,32,selected,18-49,22-48;19-56;18-41;18-50;11-48;13-45,11-48,0.42,69,-10,527.5486752319999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,33,selected,11-48,11-45;5-52;10-51;5-46;15-54;10-54,11-45,0.25,69,0,531.3470718230001
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,34,selected,11-45,11-42;14-41;16-47;5-42;14-38;13-47,16-47,0.58,76,7,535.4943413990001
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,35,selected,16-47,11-52;13-54;17-43;12-52;23-47;16-54,12-52,0.5,71,-5,539.551674181
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,36,selected,12-52,19-55;15-57;14-47;9-53;12-58;5-51,14-47,0.28,73,2,543.397761719
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,37,selected,14-47,19-51;7-48;15-47;13-40;9-44;14-49,15-47,0.33,75,2,547.311207665
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,38,selected,15-47,10-44;10-43;15-42;13-45;10-41;16-47,10-43,0.42,67,-8,551.295348667
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,1,SimpleHill,0-0,0,39,selected,10-43,4-42;16-48;16-39;7-44;17-40;15-49,16-39,0.52,74,7,555.39000555
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,0,selected,0-0,4-5;1-3;3-4;5-1;0-7;4-1,1-3,1.29,7,7,566.941851942
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,1,selected,1-3,6-9;7-2;8-1;1-9;0-2;3-3,8-1,0.81,16,9,571.313467521
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,2,selected,8-1,4-2;11-8;7-6;2-5;9-3;1-2,4-2,0.38,11,-5,575.259477468
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,3,selected,4-2,5-7;2-4;7-5;5-2;4-4;2-5,5-2,0.23,13,2,579.070451465
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,4,selected,5-2,1-0;5-9;6-7;10-0;3-2;4-2,4-2,0.61,11,-2,583.238418242
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,5,selected,4-2,5-2;8-7;7-0;8-5;2-3;10-6,2-3,0.28,9,-2,587.0911707519999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,6,selected,2-3,4-1;8-1;5-7;3-2;9-5;7-6,5-7,0.27,22,13,590.915037448
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,7,selected,5-7,0-3;3-14;5-7;8-9;10-3;7-12,3-14,0.51,29,7,594.98192468
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,8,selected,3-14,3-12;2-19;7-13;3-20;8-8;3-16,3-20,0.41,37,8,598.930845231
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,9,selected,3-20,3-25;3-23;4-27;4-25;0-13;6-14,4-27,0.43,47,10,602.907742213
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,10,selected,4-27,9-28;4-28;3-28;3-25;8-33;5-34,4-28,0.48,48,1,606.948292849
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,11,selected,4-28,9-34;6-25;6-27;2-28;10-33;5-24,2-28,0.22,44,-4,610.738522272
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,12,selected,2-28,5-23;2-27;2-36;8-30;5-22;5-33,2-36,0.26,50,6,614.5759925919999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,13,selected,2-36,5-41;6-37;5-36;5-39;2-35;4-31,6-37,0.36,57,7,618.5188541059999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,14,selected,6-37,3-35;6-29;5-39;8-34;10-31;9-35,5-39,0.25,57,0,622.349168431
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,15,selected,5-39,9-43;6-35;1-45;7-33;2-41;2-43,6-35,0.23,56,-1,626.13879832
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,16,selected,6-35,8-33;6-39;8-29;7-40;4-35;1-30,8-29,0.24,55,-1,629.974638727
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,17,selected,8-29,4-27;7-35;5-31;4-29;2-28;14-30,14-30,0.22,66,11,633.7631303669999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,18,selected,14-30,7-32;17-29;17-24;9-24;19-26;9-27,19-26,0.71,69,3,638.048848722
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,19,selected,19-26,16-22;26-28;18-25;14-26;26-23;18-29,16-22,0.38,61,-8,642.010938851
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,20,selected,16-22,12-26;16-20;11-27;23-21;20-16;22-25,22-25,0.29,71,10,645.886994758
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,21,selected,22-25,19-27;16-23;26-22;22-17;22-24;25-30,22-24,0.3,70,-1,649.740503967
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,22,selected,22-24,26-21;18-18;24-23;23-18;23-26;16-24,16-24,0.23,63,-7,653.523166396
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,23,selected,16-24,19-18;16-17;19-20;17-20;14-22;16-32,19-20,0.23,62,-1,657.326721603
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,24,selected,19-20,16-21;19-15;20-24;17-15;24-26;20-27,20-27,0.19,71,9,661.111874675
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,25,selected,20-27,28-27;15-30;19-33;24-33;23-34;21-22,19-33,0.37,75,4,665.0341705469999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,26,selected,19-33,14-30;18-33;19-37;25-32;21-29;25-37,25-37,0.35,84,9,668.968015367
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,27,selected,25-37,21-43;28-35;28-39;31-37;28-30;19-40,28-39,0.61,87,3,673.143871791
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,28,selected,28-39,24-38;24-35;28-43;26-35;31-32;31-46,31-46,0.61,92,5,677.33374572
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,29,selected,31-46,29-42;30-53;37-46;36-51;36-47;36-41,37-46,0.64,96,4,681.539420069
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,30,selected,37-46,35-40;31-48;38-53;34-44;43-49;31-50,31-50,0.31,92,-4,685.429994104
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,31,selected,31-50,30-43;32-55;28-57;33-52;32-43;33-56,28-57,0.24,89,-3,689.2337333639999
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,32,selected,28-57,31-60;31-56;24-53;23-51;27-58;27-59,24-53,0.2,86,-3,692.982901923
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,33,selected,24-53,27-53;30-57;22-57;25-47;25-56;30-49,25-56,0.22,86,0,696.786403674
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,34,selected,25-56,33-56;26-49;30-62;25-57;23-62;32-55,26-49,0.22,88,2,700.573767947
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,35,selected,26-49,34-49;24-56;23-44;26-52;29-50;33-46,29-50,0.49,91,3,704.63631248
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,36,selected,29-50,34-49;23-55;25-45;28-54;34-50;33-51,23-55,0.62,84,-7,708.817219648
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,37,selected,23-55,28-55;30-56;22-58;17-57;26-57;23-53,26-57,0.2,87,3,712.59302473
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,38,selected,26-57,30-52;21-60;31-52;22-59;26-56;32-60,32-60,0.27,91,4,716.4461767160001
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,2,SimpleHill,0-0,0,39,selected,32-60,33-62;37-62;34-62;27-56;28-63;38-59,37-62,0.55,93,2,720.561851212
GEMS140,2018_Apr_26_1203,Kramer,MP,spatial_frequency,8,6,0,0-0;0-0;0-0;0-0,3,SimpleHill,0-0,0,0,selected,0-0,6-2;5-5;5-6;2-3;4-4;2-4,4-4,1.49,15,15,731.93001587
