subj_id,date,computer,experimenter,version,generation,inherit_from,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,rt,score,delta,exp_time,landscape_ix
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,42,53-64,62-60;54-64;47-58;44-61;59-62;46-69,44-61,1.83,97,1,1238.359516,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,43,44-61,35-64;44-61;40-65;51-64;45-61;39-55,45-61,1.18,98,1,1243.601695,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,44,45-61,42-60;40-61;40-56;43-62;51-63;38-54,40-61,3.31,96,-2,1250.978669,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,45,40-61,36-59;37-70;40-67;39-69;47-62;38-63,40-67,2.85,93,-3,1257.905784,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,46,40-67,37-70;42-58;38-62;45-67;36-68;45-61,45-67,3.38,94,1,1265.358929,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,47,45-67,47-62;52-67;43-60;54-67;46-60;53-61,46-60,1.82,98,4,1271.256192,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,48,46-60,46-52;53-67;46-70;39-62;38-62;43-58,46-70,1.84,92,-6,1277.171326,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,49,46-70,45-61;55-67;43-64;47-69;46-69;44-65,46-69,2.79,93,1,1284.035521,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,50,46-69,42-66;54-63;54-68;50-66;42-61;41-63,50-66,1.03,95,2,1289.132421,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,51,50-66,57-66;44-59;59-66;51-68;53-62;48-59,51-68,3.51,94,-1,1296.722747,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,52,51-68,52-68;45-61;46-61;50-66;52-69;45-67,46-61,1.85,98,4,1302.653144,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,53,46-61,39-55;48-62;48-66;53-62;50-62;47-59,48-66,2.15,95,-3,1308.884886,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,54,48-66,45-68;43-60;49-63;51-61;42-68;46-66,51-61,1.32,98,3,1314.282829,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,55,51-61,54-67;59-56;44-64;50-70;44-66;44-65,50-70,2.45,93,-5,1320.803451,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,56,50-70,57-64;47-66;48-70;54-65;54-70;47-70,54-70,2.15,92,-1,1327.02027,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,57,54-70,50-62;45-67;56-65;49-62;58-63;51-70,51-70,3.46,92,0,1334.544437,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,58,51-70,48-62;59-68;55-63;56-66;44-64;48-69,48-62,3.65,98,6,1342.247375,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,59,48-62,53-54;49-54;41-58;39-59;53-58;50-68,50-68,3.18,94,-4,1349.480171,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,60,50-68,41-69;50-69;45-70;42-69;42-62;53-62,45-70,3.67,92,-2,1357.21632,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,61,45-70,54-69;39-62;40-70;54-68;45-61;52-66,54-68,1.56,94,2,1362.841342,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,62,54-68,62-68;64-68;55-64;58-64;51-61;45-68,51-61,1.7,98,4,1368.603923,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,63,51-61,59-67;46-62;56-62;53-52;48-56;51-65,51-65,1.36,96,-2,1374.009203,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,64,51-65,55-67;56-61;53-58;53-60;45-70;53-59,53-58,1.09,99,3,1379.173718,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,65,53-58,56-63;50-66;62-57;50-58;52-66;50-60,50-66,2.07,95,-4,1385.309657,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,66,50-66,50-57;51-58;50-66;46-62;58-67;55-69,58-67,0.94,93,-2,1390.327756,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,67,58-67,57-66;65-65;50-67;60-60;61-70;60-66,60-60,0.64,97,4,1395.014538,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,68,60-60,62-65;54-55;63-54;53-67;53-63;52-58,53-63,0.77,97,0,1399.857082,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,69,53-63,56-64;50-65;56-68;55-57;50-70;56-69,50-65,0.94,96,-1,1404.860133,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,70,50-65,47-61;45-66;57-61;48-65;44-70;48-56,44-70,0.57,92,-4,1409.512857,1
GEMS274,2018_Nov_09_2006,George,SR,1.4,2,GEMS218,10,6,2,SimpleHill,0-0,1,71,44-70,50-69;46-67;49-68;36-70;48-61;41-70,36-70,0.54,89,-3,1414.124032,1
