subj_id,date,computer,experimenter,version,generation,inherit_from,sight_radius,n_gabors,block_ix,landscape_name,starting_pos,starting_score,trial,pos,stims,selected,rt,score,delta,exp_time
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,0,0-0,2-4;0-0;1-8;8-1;3-4;8-0,0-0,4.2,0,0,206.027794023
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,1,0-0,6-6;8-4;6-0;1-0;3-1;1-8,1-8,16.4,16,16,226.515632237
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,2,1-8,6-13;9-10;8-14;5-0;9-6;9-3,5-0,7.85,9,-7,238.447488212
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,3,5-0,5-1;9-4;3-1;3-7;10-4;12-3,12-3,15.13,26,17,257.665018186
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,4,12-3,21-0;4-4;12-0;17-3;10-11;3-2,10-11,3.91,37,11,265.645339489
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,5,10-11,14-12;11-6;15-17;13-9;11-11;5-13,15-17,18.72,53,16,288.446519289
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,6,15-17,13-20;12-10;9-9;9-18;19-20;7-19,19-20,26.27,62,9,318.798067213
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,7,19-20,17-29;16-13;27-19;20-18;29-20;18-23,17-29,3.6,69,7,326.475514302
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,8,17-29,18-31;18-35;12-34;17-35;12-21;18-21,12-21,5.11,54,-15,335.65302621
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,9,12-21,10-14;12-15;15-20;9-13;12-16;16-24,16-24,4.42,63,9,344.141402822
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,10,16-24,17-23;13-26;18-22;14-19;13-31;16-19,13-31,4.18,65,2,352.389806116
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,11,13-31,14-31;19-30;19-32;10-39;15-36;15-29,15-36,5.43,71,6,361.869610629
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,12,15-36,15-39;12-31;18-31;10-35;6-34;11-33,15-39,2.47,73,2,368.464503412
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,13,15-39,18-45;24-36;12-34;18-40;8-39;19-47,19-47,3.04,80,7,375.566607737
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,14,19-47,17-40;27-50;18-47;21-52;15-50;19-41,27-50,2.89,89,9,382.572563714
GEMS137a,2018_Oct_09_1318,Kramer,AG,1.2,1,,10,6,1,SimpleHill,0-0,0,15,27-50,30-48;31-51;19-47;21-50;24-50;35-56,35-56,6.27,94,5,392.902538948
